Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
01-Oct-19,108,12:13:00 AM,Tuesday,Pioneer Village Station,Investigation,15,30,S/B,3205
01-Oct-19,35,12:20:00 AM,Tuesday,Jane Station,Utilized Off Route,10,20,S/B,3533
01-Oct-19,63,12:45:00 AM,Tuesday,Ossington Station,Utilized Off Route,10,20,S/B,8108
01-Oct-19,32,1:04:00 AM,Tuesday,Renforth Station,Utilized Off Route,15,30,E/B,1269
01-Oct-19,322,2:00:00 AM,Tuesday,Kingston & Queen,Diversion,218,248,B/W,
01-Oct-19,324,2:00:00 AM,Tuesday,Eglinton & Victoria Park,Diversion,234,264,B/W,
01-Oct-19,322,2:00:00 AM,Tuesday,Queen & Kingston,Diversion,218,248,B/W,
01-Oct-19,320,2:06:00 AM,Tuesday,Steeles and Yonge,Mechanical,3,6,S/B,8369
01-Oct-19,300,5:14:00 AM,Tuesday,Spadina and Bloor,Emergency Services,10,35,E/B,8705
01-Oct-19,36,6:10:00 AM,Tuesday,dufferin,Mechanical,5,10,E/B,3479
01-Oct-19,76,6:17:00 AM,Tuesday,ROYAL YORK STN,Mechanical,5,10,S/B,8025
01-Oct-19,45,6:23:00 AM,Tuesday,SLPK,Mechanical,5,10,S/B,8425
01-Oct-19,945,6:24:00 AM,Tuesday,Eglinton and Kipling,Mechanical,5,10,S/B,7979
01-Oct-19,953,6:26:00 AM,Tuesday,Finch station,Mechanical,15,30,E/B,9076
01-Oct-19,76,6:42:00 AM,Tuesday,ROYAL YORK STN,Mechanical,5,10,S/B,8091
01-Oct-19,34,6:53:00 AM,Tuesday,Eglinton Station,Mechanical,4,8,E/B,8864
01-Oct-19,66,7:00:00 AM,Tuesday,ENTIRE ROUTE,General Delay,9,35,B/W,
01-Oct-19,100,7:01:00 AM,Tuesday,Don Mills and Wynford,Mechanical,3,10,W/B,8757
01-Oct-19,52,7:23:00 AM,Tuesday,Lawrence Station,Mechanical,23,45,W/B,1215
01-Oct-19,95,7:30:00 AM,Tuesday,Kennedy to Leslie & York Mills,General Delay,30,38,W/B,
01-Oct-19,39,7:30:00 AM,Tuesday,39 Finch Route all Branch,General Delay,18,36,B/W,3424
01-Oct-19,995,7:30:00 AM,Tuesday,Kennedy to Leslie and York mills,General Delay,30,40,W/B,
01-Oct-19,937,7:30:00 AM,Tuesday,entire route,General Delay,12,35,B/W,
01-Oct-19,37,7:30:00 AM,Tuesday,ENTIRE ROUTE,General Delay,14,40,B/W,
01-Oct-19,939,7:30:00 AM,Tuesday,939 Finch Express-All branch,General Delay,20,29,B/W,1322
01-Oct-19,939,7:42:00 AM,Tuesday,Nightstar and Morningside,Mechanical,7,14,W/B,1509
01-Oct-19,42,7:49:00 AM,Tuesday,McNicoll / Boxdene,Diversion,76,90,W/B,8148
01-Oct-19,985,8:00:00 AM,Tuesday,Sheppard and Parkway Forest,General Delay,20,35,B/W,
01-Oct-19,85,8:00:00 AM,Tuesday,Sheppard and Parkway Forest,General Delay,15,27,B/W,
01-Oct-19,39,8:04:00 AM,Tuesday,Morningside and Old Finch,Mechanical,15,30,W/B,1656
01-Oct-19,5,8:07:00 AM,Tuesday,Avenue Rd and Chaplin,Mechanical,13,26,N/B,8377
01-Oct-19,41,8:07:00 AM,Tuesday,Dundas / Keele,Investigation,15,30,S/B,9032
01-Oct-19,133,8:10:00 AM,Tuesday,Markham / Ellesmere Rd.,General Delay,25,36,B/W,
01-Oct-19,38,8:10:00 AM,Tuesday,Markham and Ellesmere,General Delay,25,45,B/W,
01-Oct-19,169,8:10:00 AM,Tuesday,Sheppard Ave. E/Fairview Mall,General Delay,35,95,W/B,
01-Oct-19,92,8:30:00 AM,Tuesday,Woodbine stn to queen,General Delay,10,20,,
01-Oct-19,953,8:30:00 AM,Tuesday,Morningside Finch,Mechanical,15,30,W/B,9070
01-Oct-19,17,8:30:00 AM,Tuesday,Birchmount Rd (Lawrence to Finch),General Delay,20,27,B/W,
01-Oct-19,89,8:30:00 AM,Tuesday,Keele Station,General Delay,10,17,S/B,
01-Oct-19,989,8:30:00 AM,Tuesday,Keele Station,General Delay,10,25,S/B,
01-Oct-19,52,8:33:00 AM,Tuesday,Lawrence/Keele,Mechanical,15,30,E/B,1342
01-Oct-19,89,8:36:00 AM,Tuesday,Weston/Albion,Mechanical,7,14,N/B,1023
01-Oct-19,935,8:50:00 AM,Tuesday,Pioneer Village Stn,Mechanical,11,22,S/B,3572
01-Oct-19,168,8:53:00 AM,Tuesday,Avon Loop,Mechanical,6,11,W/B,1092
01-Oct-19,52,9:22:00 AM,Tuesday,Lawrence West station,Mechanical,15,30,W/B,8170
01-Oct-19,5,9:35:00 AM,Tuesday,Elm and Elizabeth,Diversion,190,220,N/B,
01-Oct-19,123,9:40:00 AM,Tuesday,KPSN,Mechanical,21,42,W/B,8447
01-Oct-19,34,9:50:00 AM,Tuesday,Kennedy Station,Utilized Off Route,8,16,W/B,8850
01-Oct-19,935,9:50:00 AM,Tuesday,Pioneer Village,Mechanical,11,22,N/B,3577
01-Oct-19,35,9:55:00 AM,Tuesday,Jane and Finch,Vision,5,10,N/B,3475
01-Oct-19,34,10:05:00 AM,Tuesday,Kennedy Stn.,Utilized Off Route,8,16,W/B,8628
01-Oct-19,57,10:11:00 AM,Tuesday,Kennedy Station,Mechanical,14,28,N/B,8648
01-Oct-19,51,10:15:00 AM,Tuesday,Steeles and Don Mills,Diversion,9,18,S/B,8154
01-Oct-19,927,10:17:00 AM,Tuesday,Finch/Martin Grove,Mechanical,6,11,W/B,3231
01-Oct-19,34,10:28:00 AM,Tuesday,Kennedy Station,Utilized Off Route,8,16,W/B,8739
01-Oct-19,54,10:37:00 AM,Tuesday,Birchmount and Lawrence,Emergency Services,11,22,W/B,8780
01-Oct-19,92,10:45:00 AM,Tuesday,Woodbine and Norway,Investigation,10,20,N/B,8941
01-Oct-19,37,10:50:00 AM,Tuesday,WESTHAMPTON AND ISLINGTON,Mechanical,20,40,N/B,8420
01-Oct-19,70,11:25:00 AM,Tuesday,Craigton and Eglintion,Mechanical,15,30,N/B,8630
01-Oct-19,29,11:33:00 AM,Tuesday,Dundas,Investigation,7,14,S/B,9028
01-Oct-19,39,11:40:00 AM,Tuesday,Winlock and Finch,Investigation,16,32,W/B,3424
01-Oct-19,11,11:55:00 AM,Tuesday,Hillsdale and Bayview,Investigation,13,26,N/B,1278
01-Oct-19,11,11:58:00 AM,Tuesday,Post and Bayview,Investigation,13,26,N/B,1270
01-Oct-19,84,12:07:00 PM,Tuesday,Weston/Braford,Utilized Off Route,8,16,E/B,3303
01-Oct-19,939,12:24:00 PM,Tuesday,Finch & Banstock,Investigation,9,17,W/B,1316
01-Oct-19,62,12:55:00 PM,Tuesday,Broadview Station,Mechanical,10,20,S/B,8561
01-Oct-19,70,1:00:00 PM,Tuesday,70 O'Connor Route- All Branch,General Delay,16,36,B/W,8806
01-Oct-19,91,1:00:00 PM,Tuesday,91 Woodbine Route,General Delay,12,26,B/W,8515
01-Oct-19,31,1:00:00 PM,Tuesday,31 Greenwood Route-All Branch,General Delay,9,18,B/W,8546
01-Oct-19,102,1:00:00 PM,Tuesday,Markham Route,General Delay,30,60,B/W,
01-Oct-19,81,1:00:00 PM,Tuesday,81 Thorncliff Park Route,General Delay,11,22,B/W,8598
01-Oct-19,9,1:00:00 PM,Tuesday,Bellamy Route,General Delay,12,24,B/W,
01-Oct-19,902,1:00:00 PM,Tuesday,Markham express route,General Delay,10,20,B/W,
01-Oct-19,22,1:00:00 PM,Tuesday,22 Coxwell Route- All Branch,General Delay,10,18,B/W,8491
01-Oct-19,16,1:00:00 PM,Tuesday,McCowan route,General Delay,12,24,B/W,
01-Oct-19,17,1:00:00 PM,Tuesday,Birchmount route,General Delay,40,80,B/W,
01-Oct-19,68,1:00:00 PM,Tuesday,Warden route,General Delay,30,60,B/W,
01-Oct-19,925,1:00:00 PM,Tuesday,925 Don Mills Express Route,General Delay,10,20,B/W,8743
01-Oct-19,25,1:00:00 PM,Tuesday,25 Don Mills Route- All Branch,General Delay,9,18,B/W,8705
01-Oct-19,160,1:18:00 PM,Tuesday,Centre and New Westminster,Diversion,1,1,N/B,8194
01-Oct-19,63,1:53:00 PM,Tuesday,Oakwood Loop,Mechanical,10,20,S/B,8396
01-Oct-19,129,2:06:00 PM,Tuesday,Scarborough Town centre,Utilized Off Route,7,14,N/B,3529
01-Oct-19,45,2:41:00 PM,Tuesday,Finch and Kipling,Mechanical,10,20,N/B,8431
01-Oct-19,45,2:41:00 PM,Tuesday,Kipling and Finch,Mechanical,10,20,N/B,8431
01-Oct-19,63,2:45:00 PM,Tuesday,Oakwood Loop,Mechanical,9,19,S/B,1373
01-Oct-19,985,2:46:00 PM,Tuesday,Don Mills Stn,Utilized Off Route,12,24,E/B,9099
01-Oct-19,37,2:50:00 PM,Tuesday,Woodbine Racetrack,Mechanical,22,42,N/B,8023
01-Oct-19,112,2:54:00 PM,Tuesday,Rangoon and Hagersville,Mechanical,18,36,S/B,8456
01-Oct-19,52,2:55:00 PM,Tuesday,Lawrence West Station,Mechanical,14,28,E/B,1387
01-Oct-19,15,3:00:00 PM,Tuesday,Entire Route,General Delay,25,40,B/W,
01-Oct-19,76,3:00:00 PM,Tuesday,Entire Route,General Delay,20,27,B/W,
01-Oct-19,37,3:00:00 PM,Tuesday,Entire Route,General Delay,30,40,B/W,
01-Oct-19,75,3:00:00 PM,Tuesday,Between Lower Jarvis/Queens Quay and Sherbourne/Bloor,General Delay,28,34,B/W,
01-Oct-19,132,3:00:00 PM,Tuesday,Scarborough Town Centre to Hupfield trail,General Delay,15,20,B/W,
01-Oct-19,87,3:00:00 PM,Tuesday,Between Broadview Stn and Main Street Station,General Delay,15,21,B/W,
01-Oct-19,130,3:00:00 PM,Tuesday,Scarborough Town centre to steeles,General Delay,15,20,B/W,
01-Oct-19,129,3:00:00 PM,Tuesday,Scarborough town centre to Major Mac,General Delay,15,20,B/W,
01-Oct-19,131,3:00:00 PM,Tuesday,Scarborough Town centre to Sewells,General Delay,15,18,B/W,
01-Oct-19,100,3:00:00 PM,Tuesday,Between Broadview Stn and DonMills/Eglinton,General Delay,25,31,B/W,
01-Oct-19,134,3:00:00 PM,Tuesday,Scarborough Town centre to Finchdene,General Delay,10,15,B/W,
01-Oct-19,945,3:10:00 PM,Tuesday,Evans and Division,Investigation,7,14,W/B,8024
01-Oct-19,123,3:20:00 PM,Tuesday,KPSN,Mechanical,14,28,S/B,8613
01-Oct-19,66,3:30:00 PM,Tuesday,Entire Route,General Delay,20,28,B/W,
01-Oct-19,75,3:39:00 PM,Tuesday,QueensQuay and Lower Jarvis,Vision,6,12,N/B,8213
01-Oct-19,924,3:42:00 PM,Tuesday,Victoria Park Station,Mechanical,10,20,N/B,8505
01-Oct-19,9,3:50:00 PM,Tuesday,Lawrence,Diversion,25,37,S/B,
01-Oct-19,48,3:52:00 PM,Tuesday,Anglesey and Kingsway,Mechanical,17,34,E/B,7979
01-Oct-19,44,4:00:00 PM,Tuesday,Kipling Station to Colonel Samuel Smith Loop,General Delay,15,20,B/W,
01-Oct-19,110,4:00:00 PM,Tuesday,Entire Route,General Delay,20,28,B/W,
01-Oct-19,111,4:00:00 PM,Tuesday,Kipling Station to Willowridge,General Delay,15,25,B/W,
01-Oct-19,30,4:00:00 PM,Tuesday,High Park Station to Kipling Station,General Delay,15,37,B/W,
01-Oct-19,112,4:00:00 PM,Tuesday,Kipling Station to Disco Road,General Delay,15,21,B/W,
01-Oct-19,21,4:03:00 PM,Tuesday,Brimley and Britwell,Mechanical,11,22,N/B,3473
01-Oct-19,985,4:12:00 PM,Tuesday,Scarb. Town Centre,Mechanical,10,20,E/B,9098
01-Oct-19,112,4:15:00 PM,Tuesday,"On The West Mall, at Bloor",Investigation,8,16,S/B,8445
01-Oct-19,63,4:25:00 PM,Tuesday,Queen and Ossington,Investigation,9,18,N/B,1374
01-Oct-19,38,4:30:00 PM,Tuesday,Scarborough Town centre to Rough Hill Go Station,General Delay,15,20,B/W,
01-Oct-19,133,4:30:00 PM,Tuesday,Scarborough Town Centre to Morningside and Finch,General Delay,15,20,B/W,
01-Oct-19,37,4:32:00 PM,Tuesday,Islington and Summitcrest,Investigation,22,44,N/B,8085
01-Oct-19,98,4:32:00 PM,Tuesday,Sheppard Stn,Mechanical,15,30,W/B,8135
01-Oct-19,94,4:32:00 PM,Tuesday,Wellesley and Church,Investigation,15,30,E/B,1082
01-Oct-19,98,4:35:00 PM,Tuesday,Sheppard and Yonge,Mechanical,15,30,W/B,1227
01-Oct-19,939,4:36:00 PM,Tuesday,Scarborough Centre RT Station,Mechanical,12,24,W/B,3433
01-Oct-19,89,4:50:00 PM,Tuesday,Keele Station,Mechanical,11,22,N/B,1021
01-Oct-19,95,4:58:00 PM,Tuesday,Warden to Birchmount,General Delay,25,35,B/W,
01-Oct-19,985,5:00:00 PM,Tuesday,Don Mills Stn to Meadowvale Loop,General Delay,30,40,B/W,
01-Oct-19,85,5:00:00 PM,Tuesday,Don Mills Stn to Rouge Hill Go Stn (all branches),General Delay,30,44,B/W,
01-Oct-19,995,5:00:00 PM,Tuesday,Birchmount to warden,General Delay,30,40,B/W,
01-Oct-19,145,5:00:00 PM,Tuesday,Entire Route,General Delay,30,60,B/W,
01-Oct-19,985,5:00:00 PM,Tuesday,Sheppard/Dean Park and Sheppard/Rouge River,Diversion,150,160,B/W,
01-Oct-19,85,5:00:00 PM,Tuesday,Sheppard / Dean Park to Rouge River,Diversion,440,452,B/W,
01-Oct-19,925,5:03:00 PM,Tuesday,Pape Station,Mechanical,8,16,N/B,8928
01-Oct-19,91,5:07:00 PM,Tuesday,St. Clair/O'Connor,Mechanical,14,28,N/B,3123
01-Oct-19,29,5:12:00 PM,Tuesday,Dufferin and Gibson,Investigation,7,14,S/B,9025
01-Oct-19,32,5:14:00 PM,Tuesday,Eglinton stn,Mechanical,5,10,W/B,1014
01-Oct-19,6,5:20:00 PM,Tuesday,Bay st and Front,Utilized Off Route,7,8,S/B,1268
01-Oct-19,88,5:24:00 PM,Tuesday,Thorncliffe/ Overlea,Investigation,15,30,N/B,8183
01-Oct-19,32,5:40:00 PM,Tuesday,Eglinton and Allen Rd,Investigation,5,13,E/B,1134
01-Oct-19,39,5:43:00 PM,Tuesday,Finch & Pineway,Mechanical,14,29,W/B,1245
01-Oct-19,939,5:47:00 PM,Tuesday,Finch & Page,Investigation,12,24,W/B,3441
01-Oct-19,39,5:51:00 PM,Tuesday,Finch & Page,Mechanical,14,29,W/B,1724
01-Oct-19,35,6:00:00 PM,Tuesday,Pioneer Village Station to Jane Station,General Delay,27,34,B/W,
01-Oct-19,79,6:00:00 PM,Tuesday,Pine and Lawrence to Runnymede Station,General Delay,35,50,B/W,
01-Oct-19,935,6:00:00 PM,Tuesday,Jane Station to Pioneer Village Station,General Delay,31,42,B/W,
01-Oct-19,47,6:02:00 PM,Tuesday,Queen and Lansdowne to Yorkdale Station,General Delay,42,69,B/W,
01-Oct-19,50,6:09:00 PM,Tuesday,Mill Road to Islington Station,General Delay,32,49,B/W,
01-Oct-19,131,6:19:00 PM,Tuesday,Scarborough Town centre,Mechanical,9,18,N/B,1397
01-Oct-19,129,6:22:00 PM,Tuesday,Nugget,Mechanical,8,16,S/B,1291
01-Oct-19,12,6:22:00 PM,Tuesday,Victoria Park Station,Mechanical,14,28,E/B,9226
01-Oct-19,925,6:40:00 PM,Tuesday,Pape Stn,Utilized Off Route,8,16,N/B,8799
01-Oct-19,63,6:57:00 PM,Tuesday,Oakwood Loop,Utilized Off Route,10,20,S/B,1383
01-Oct-19,48,7:00:00 PM,Tuesday,Mill Road to Royal York Station,General Delay,60,90,B/W,
01-Oct-19,952,7:03:00 PM,Tuesday,Lawrence W Stn,Utilized Off Route,12,24,,8123
01-Oct-19,117,7:10:00 PM,Tuesday,Chesswood and Steeprock,Mechanical,12,24,N/B,1282
01-Oct-19,70,7:29:00 PM,Tuesday,Victoria Park/Eglinton Ave E,Investigation,16,36,E/B,8734
01-Oct-19,29,7:45:00 PM,Tuesday,Springhurst Loop,Mechanical,5,10,N/B,9101
01-Oct-19,26,7:50:00 PM,Tuesday,Jane and Ardagh,Investigation,20,40,S/B,1073
01-Oct-19,74,8:00:00 PM,Tuesday,St Clair stn,Mechanical,18,36,N/B,8158
01-Oct-19,97,8:15:00 PM,Tuesday,Yonge and broadway,Diversion,60,75,B/W,
01-Oct-19,23,8:29:00 PM,Tuesday,Dawes and Rosevear,Investigation,10,20,B/W,9203
01-Oct-19,89,8:32:00 PM,Tuesday,Weston at Dee,Emergency Services,10,20,S/B,1265
01-Oct-19,69,8:45:00 PM,Tuesday,Warden at Danforth,Mechanical,15,30,N/B,8483
01-Oct-19,32,8:58:00 PM,Tuesday,Pine and Lawrence,Mechanical,10,20,E/B,1051
01-Oct-19,95,9:00:00 PM,Tuesday,Morningside and ellesmere,Investigation,14,28,E/B,1239
01-Oct-19,72,9:00:00 PM,Tuesday,Queens Quay and Bay,Diversion,1,1,B/W,9229
01-Oct-19,6,9:20:00 PM,Tuesday,Bay/Front,Diversion,320,335,B/W,
01-Oct-19,72,9:20:00 PM,Tuesday,Bay and Front to the Queens Quay,Diversion,320,338,B/W,
01-Oct-19,34,9:25:00 PM,Tuesday,Kennedy stn,Mechanical,6,13,W/B,8884
01-Oct-19,6,9:30:00 PM,Tuesday,Bay and Lakeshore,Diversion,1,1,B/W,1633
01-Oct-19,87,9:30:00 PM,Tuesday,Broadview stn,Mechanical,10,20,N/B,8493
01-Oct-19,11,9:49:00 PM,Tuesday,Bayview & Steeles,Mechanical,25,52,S/B,8192
02-Oct-19,43,12:14:00 AM,Wednesday,Kennedy and Progress,Investigation,10,20,S/B,8754
02-Oct-19,60,12:23:00 AM,Wednesday,FSTN,Utilized Off Route,17,34,W/B,3231
02-Oct-19,45,12:25:00 AM,Wednesday,Kipling Station,Utilized Off Route,10,20,N/B,8440
02-Oct-19,95,12:30:00 AM,Wednesday,Markham and ellesmere,Investigation,10,20,W/B,3408
02-Oct-19,90,12:44:00 AM,Wednesday,St.Clair West Station,Mechanical,11,22,N/B,8188
02-Oct-19,63,12:52:00 AM,Wednesday,Oakwood Loop,Utilized Off Route,10,20,N/B,8171
02-Oct-19,61,1:06:00 AM,Wednesday,Eglinton Station,Utilized Off Route,24,48,W/B,8377
02-Oct-19,165,1:14:00 AM,Wednesday,Faywood and Wilson,Investigation,11,22,W/B,3509
02-Oct-19,41,2:25:00 AM,Wednesday,Keele and Rustic Rd,Diversion,49,79,N/B,9030
02-Oct-19,95,3:05:00 AM,Wednesday,York mills station,Investigation,30,60,E/B,1509
02-Oct-19,341,3:17:00 AM,Wednesday,Keele and Rustic Street,Diversion,117,147,S/B,9022
02-Oct-19,320,4:16:00 AM,Wednesday,Eglinton Ave,Mechanical,7,14,N/B,8183
02-Oct-19,41,4:46:00 AM,Wednesday,Keele / Rustic,Diversion,194,209,S/B,9152
02-Oct-19,24,5:30:00 AM,Wednesday,yardley /Victoria park,Mechanical,12,24,N/B,9217
02-Oct-19,24,5:43:00 AM,Wednesday,Birchmount  yard,Investigation,7,14,N/B,3140
02-Oct-19,45,5:44:00 AM,Wednesday,STEELES AND KIPLING,Mechanical,10,20,S/B,8455
02-Oct-19,34,5:48:00 AM,Wednesday,Grenoble and Spanbridge,Mechanical,13,13,W/B,8723
02-Oct-19,941,6:00:00 AM,Wednesday,Keele / Rustic,Diversion,120,132,S/B,9145
02-Oct-19,63,6:10:00 AM,Wednesday,Atlantic & King,Mechanical,13,25,N/B,1252
02-Oct-19,112,6:18:00 AM,Wednesday,Renforth Station,Mechanical,7,14,S/B,8087
02-Oct-19,35,6:24:00 AM,Wednesday,Jane Stn,Investigation,5,10,N/B,3232
02-Oct-19,6,6:44:00 AM,Wednesday,Fenmar/Midland,Investigation,18,36,W/B,3290
02-Oct-19,75,7:00:00 AM,Wednesday,Entire route,General Delay,10,15,N/B,
02-Oct-19,15,7:00:00 AM,Wednesday,ENTIRE ROUTE,General Delay,15,45,B/W,
02-Oct-19,97,7:01:00 AM,Wednesday,Montgomery and Eglinton Ave,Diversion,127,141,N/B,
02-Oct-19,984,7:03:00 AM,Wednesday,Sheppard/Allen,Investigation,,9,W/B,3546
02-Oct-19,95,7:30:00 AM,Wednesday,York mills Rd and Fenside,Diversion,48,56,B/W,
02-Oct-19,39,7:30:00 AM,Wednesday,39 Finch Express-All Branch,General Delay,18,36,B/W,1679
02-Oct-19,939,7:30:00 AM,Wednesday,939 Finch Express-All Branch,General Delay,20,29,B/W,3461
02-Oct-19,66,7:30:00 AM,Wednesday,ENTIRE ROUTE,General Delay,9,35,B/W,
02-Oct-19,37,7:30:00 AM,Wednesday,ENTIRE ROUTE,General Delay,14,40,B/W,
02-Oct-19,937,7:30:00 AM,Wednesday,ENTIRE ROUTE,General Delay,12,40,B/W,
02-Oct-19,76,7:30:00 AM,Wednesday,ENTIRE  ROUTE,General Delay,5,30,B/W,
02-Oct-19,995,7:37:00 AM,Wednesday,York Mills and Fenside,Diversion,38,48,B/W,3536
02-Oct-19,92,7:38:00 AM,Wednesday,Lake shore and Woodbine,Mechanical,8,16,,8510
02-Oct-19,123,7:45:00 AM,Wednesday,KPSN,Mechanical,18,36,W/B,8602
02-Oct-19,35,7:48:00 AM,Wednesday,Pioneer Village Stn,Mechanical,9,19,S/B,3577
02-Oct-19,935,8:00:00 AM,Wednesday,Pioneer Village Stn,Mechanical,9,18,S/B,3572
02-Oct-19,925,8:00:00 AM,Wednesday,Don Mills and Eglintion /yorkmills,General Delay,10,20,,
02-Oct-19,72,8:35:00 AM,Wednesday,Lakeshore Blvd,Investigation,8,16,N/B,3139
02-Oct-19,91,8:35:00 AM,Wednesday,lawrance and comforth,Investigation,12,24,,3143
02-Oct-19,925,8:53:00 AM,Wednesday,Duncan mills and Don mills,Mechanical,10,20,,8756
02-Oct-19,133,8:56:00 AM,Wednesday,Ellesmere and Nielson,Diversion,29,40,N/B,3402
02-Oct-19,5,9:00:00 AM,Wednesday,Entire Route,General Delay,30,50,B/W,
02-Oct-19,45,9:25:00 AM,Wednesday,Kipling Station,Utilized Off Route,18,36,N/B,7970
02-Oct-19,77,9:30:00 AM,Wednesday,Jane/ St. Clair,Utilized Off Route,1,1,N/B,1129
02-Oct-19,52,9:39:00 AM,Wednesday,Islington/Lawrence,Investigation,8,23,W/B,8195
02-Oct-19,944,9:40:00 AM,Wednesday,C Samuel Smith Loop,Utilized Off Route,8,16,N/B,8073
02-Oct-19,75,9:54:00 AM,Wednesday,Gerrard St,Mechanical,10,26,N/B,1280
02-Oct-19,47,10:05:00 AM,Wednesday,Queen and Lansdowne,Mechanical,11,20,N/B,1018
02-Oct-19,927,10:05:00 AM,Wednesday,Kipling Station,Utilized Off Route,5,11,E/B,3244
02-Oct-19,46,10:20:00 AM,Wednesday,Kipling Station,Utilized Off Route,19,38,E/B,3468
02-Oct-19,97,10:34:00 AM,Wednesday,Yonge St and Chaplin,Emergency Services,30,60,S/B,8105
02-Oct-19,900,10:35:00 AM,Wednesday,Kipling Station,Mechanical,1,1,E/B,8005
02-Oct-19,944,10:57:00 AM,Wednesday,C Samual Smith Loop,Utilized Off Route,8,16,N/B,7957
02-Oct-19,54,11:00:00 AM,Wednesday,Lawrence,Mechanical,0,0,W/B,8875
02-Oct-19,7,11:01:00 AM,Wednesday,Wilson,Investigation,8,16,S/B,8165
02-Oct-19,927,11:15:00 AM,Wednesday,Arrow Garage ( Track 10),Investigation,1,1,E/B,3361
02-Oct-19,14,11:24:00 AM,Wednesday,Glencairn station,Mechanical,20,40,E/B,1380
02-Oct-19,42,11:38:00 AM,Wednesday,McNicoll / Victoria Park,Investigation,14,28,E/B,8389
02-Oct-19,34,12:00:00 PM,Wednesday,Eglinton East Route,General Delay,20,28,BW,0
02-Oct-19,75,12:00:00 PM,Wednesday,Between Lower Jarvis/QueensQuay and Bloor,General Delay,25,36,B/W,
02-Oct-19,106,12:04:00 PM,Wednesday,Sheppard/Keele,Mechanical,13,26,E/B,1355
02-Oct-19,925,12:38:00 PM,Wednesday,York Mills/Don Mills,Mechanical,10,20,B/W,8923
02-Oct-19,167,12:45:00 PM,Wednesday,Sheppard / Pharmacy,Emergency Services,30,60,W/B,3117
02-Oct-19,81,1:00:00 PM,Wednesday,81 Thorncliff Park Route,General Delay,11,22,B/W,9216
02-Oct-19,31,1:00:00 PM,Wednesday,31 Greenwood Route- All Branch,General Delay,9,18,B/W,8489
02-Oct-19,25,1:00:00 PM,Wednesday,25 Don Mills Route- All Branch,General Delay,9,18,B/W,8803
02-Oct-19,925,1:00:00 PM,Wednesday,925 Don Mills Express Route,General Delay,10,20,B/W,8929
02-Oct-19,22,1:00:00 PM,Wednesday,22 Coxwell Route-All Branch,General Delay,10,18,B/W,8579
02-Oct-19,91,1:00:00 PM,Wednesday,91 Woodbine Station,General Delay,12,26,B/W,3109
02-Oct-19,70,1:00:00 PM,Wednesday,70 O'Connor Route- All Branch,General Delay,16,36,B/W,8687
02-Oct-19,83,1:00:00 PM,Wednesday,83 Jones,General Delay,16,36,B/W,9235
02-Oct-19,92,1:00:00 PM,Wednesday,92 Woodbine South Route,General Delay,12,23,B/W,3141
02-Oct-19,52,1:08:00 PM,Wednesday,Lawrence station,Mechanical,14,28,W/B,8321
02-Oct-19,995,1:14:00 PM,Wednesday,Morningside and Ellesmere Rd,Mechanical,15,30,eb,3535
02-Oct-19,113,1:20:00 PM,Wednesday,Main Station,Mechanical,23,46,E/B,8952
02-Oct-19,9,2:00:00 PM,Wednesday,Bellamy route,General Delay,12,24,B/W,
02-Oct-19,16,2:00:00 PM,Wednesday,McCowan route,General Delay,12,24,B/W,
02-Oct-19,68,2:00:00 PM,Wednesday,Warden route,General Delay,30,60,B/W,
02-Oct-19,902,2:00:00 PM,Wednesday,Express Markham route,General Delay,10,20,B/W,
02-Oct-19,135,2:00:00 PM,Wednesday,Victoria park,Mechanical,12,24,W/B,8920
02-Oct-19,17,2:00:00 PM,Wednesday,Birchmount route,General Delay,40,80,B/W,
02-Oct-19,133,2:03:00 PM,Wednesday,Scarborough Town centre,Mechanical,11,22,S/B,3459
02-Oct-19,7,2:32:00 PM,Wednesday,Greenwin Village and Bathurst,Mechanical,8,16,S/B,7373
02-Oct-19,8,2:40:00 PM,Wednesday,Arrow Garage,Mechanical,10,20,E/B,3162
02-Oct-19,75,2:48:00 PM,Wednesday,Sherbourne and Richmount,Mechanical,6,12,N/B,1218
02-Oct-19,121,3:00:00 PM,Wednesday,Between Ontario Place and Cherrybeach,General Delay,48,53,B/W,
02-Oct-19,6,3:00:00 PM,Wednesday,Between Lower Jarvis/QueenQuay and Davenport/Dupont,General Delay,21,35,B/W,
02-Oct-19,72,3:00:00 PM,Wednesday,Between Union Stn and Pape Stn,General Delay,25,31,B/W,
02-Oct-19,94,3:00:00 PM,Wednesday,Between Castle Frank Stn and Ossington Stn,General Delay,15,26,B/W,
02-Oct-19,54,3:00:00 PM,Wednesday,Eglinton Stn to Starspray Loop,General Delay,18,29,B/W,
02-Oct-19,100,3:00:00 PM,Wednesday,Between Broadview Stn and Eglinton/Don Mills Stn,General Delay,26,35,B/W,
02-Oct-19,87,3:00:00 PM,Wednesday,Between Broadview Stn and Main St Stn,General Delay,15,21,B/W,
02-Oct-19,97,3:10:00 PM,Wednesday,Yonge Blvd and Brooke Ave,Mechanical,29,59,W/B,8126
02-Oct-19,75,3:15:00 PM,Wednesday,Sherbourne and Richmount,Diversion,56,61,N/B,8317
02-Oct-19,110,3:16:00 PM,Wednesday,Horner and 30th st,Investigation,24,48,N/B,8412
02-Oct-19,133,3:17:00 PM,Wednesday,Finch and Neilson,Mechanical,11,22,S/B,3459
