Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
18-Oct-19,85,4:30:00 PM,Friday,McCowan and Sheppard,Mechanical,13,27,E/B,3436
18-Oct-19,131,4:30:00 PM,Friday,Milner and McCowan,Mechanical,9,18,N/B,1650
18-Oct-19,7,4:36:00 PM,Friday,Steeles,Mechanical,8,16,S/B,8108
18-Oct-19,52,4:40:00 PM,Friday,Lawrence West Station,Utilized Off Route,13,26,W/B,1235
18-Oct-19,60,4:54:00 PM,Friday,Signal Hill,Vision,17,34,EB,3338
18-Oct-19,32,4:57:00 PM,Friday,Black Creek and Eglinton,Mechanical,11,22,W/B,1354
18-Oct-19,122,5:00:00 PM,Friday,185 Graydon Hall Dr,Mechanical,10,20,E/B,8128
18-Oct-19,52,5:00:00 PM,Friday,Lawrence West Station,Utilized Off Route,14,28,W/B,1296
18-Oct-19,10,5:00:00 PM,Friday,Van Horne and Brian Dr,General Delay,0,0,N/B,1252
18-Oct-19,123,5:01:00 PM,Friday,KPSN - Kipling Stn,Mechanical,19,32,S/B,8032
18-Oct-19,120,5:10:00 PM,Friday,Jane and Sheppard,Mechanical,26,52,W/B,3492
18-Oct-19,120,5:10:00 PM,Friday,Jane and Sheppard,Mechanical,26,52,W/B,3492
18-Oct-19,133,5:16:00 PM,Friday,Scarborough Town Center,Mechanical,8,16,N/B,3444
18-Oct-19,21,5:24:00 PM,Friday,Scarborough Town Center,Mechanical,11,22,S/B,1533
18-Oct-19,941,5:24:00 PM,Friday,ST. Calir,Mechanical,15,30,N/B,1576
18-Oct-19,52,5:25:00 PM,Friday,L.W Station,Utilized Off Route,13,26,W/B,1387
18-Oct-19,41,5:26:00 PM,Friday,Pioneer Village Stn,Mechanical,15,30,S/B,9039
18-Oct-19,35,5:40:00 PM,Friday,Jane St,Investigation,10,20,S/B,3337
18-Oct-19,91,5:41:00 PM,Friday,Hollinger and Dohme,Mechanical,14,28,S/B,9236
18-Oct-19,14,5:42:00 PM,Friday,Evergreen Brickworks and DVP,Mechanical,16,32,N/B,1350
18-Oct-19,116,5:55:00 PM,Friday,Kennedy Station,Utilized Off Route,12,24,N/B,8891
18-Oct-19,94,6:10:00 PM,Friday,Harboard at Bathurst,Mechanical,16,32,E/B,1422
18-Oct-19,95,6:10:00 PM,Friday,York Mills/ Parkwoods,Diversion,20,30,B/W,
18-Oct-19,25,6:44:00 PM,Friday,Don Mills Stn,Mechanical,5,11,S/B,8712
18-Oct-19,16,7:10:00 PM,Friday,McCowan and Lawrence,Diversion,60,70,,8490
18-Oct-19,29,7:30:00 PM,Friday,Dufferin and Bloor,Investigation,8,16,N/B,9035
18-Oct-19,54,7:39:00 PM,Friday,Lawrence and McCowan,Mechanical,10,20,E/B,8637
18-Oct-19,16,7:40:00 PM,Friday,McCowan & Eglinton,Diversion,1,1,N/B,1111
18-Oct-19,848,7:42:00 PM,Friday,Millwood Loop,Mechanical,30,60,E/B,8097
18-Oct-19,32,7:45:00 PM,Friday,Eglinton West Station,Utilized Off Route,30,60,W/B,1008
18-Oct-19,5,8:00:00 PM,Friday,Queens park to Eglinton station,General Delay,10,32,B/W,1228
18-Oct-19,32,8:46:00 PM,Friday,Pine and Lawrence,Mechanical,10,20,E/B,1516
18-Oct-19,54,8:55:00 PM,Friday,Lawrence RT,Mechanical,10,21,E/B,8737
18-Oct-19,70,8:59:00 PM,Friday,St.Clair /Oconner,Mechanical,12,24,S/B,8746
18-Oct-19,935,9:00:00 PM,Friday,Jane and East,Diversion,45,55,B/W,
18-Oct-19,35,9:00:00 PM,Friday,Jane and East,Diversion,,10,S/B,
18-Oct-19,17,9:15:00 PM,Friday,Warden Station,Diversion,24,48,S/B,9224
18-Oct-19,43,9:25:00 PM,Friday,Kennedy Station,Emergency Services,10,20,N/B,8760
18-Oct-19,71,9:26:00 PM,Friday,INMD - Mt Dennis Garage,Mechanical,14,28,S/B,1260
18-Oct-19,37,10:30:00 PM,Friday,Islington Station,Utilized Off Route,26,52,N/B,8610
18-Oct-19,37,10:30:00 PM,Friday,Islington Station,Mechanical,26,52,N/B,8610
18-Oct-19,50,10:38:00 PM,Friday,Islington Station,Investigation,30,30,W/B,7977
18-Oct-19,168,11:08:00 PM,Friday,DWST - Dundas West Stn,Emergency Services,18,36,W/B,1027
18-Oct-19,94,11:27:00 PM,Friday,Ossington Station,Mechanical,10,20,S/B,1137
18-Oct-19,40,11:35:00 PM,Friday,DWST - Dundas West Stn,Mechanical,15,30,W/B,8069
18-Oct-19,39,11:44:00 PM,Friday,Neilson/Crowtrail,Mechanical,20,40,W/B,1504
18-Oct-19,7,11:49:00 PM,Friday,Bathurst Station,Mechanical,9,18,N/B,8170
19-Oct-19,112,12:30:00 AM,Saturday,Renforth Stn,Mechanical,16,32,N/B,8443
19-Oct-19,300,2:00:00 AM,Saturday,Jane st to Broadview station,General Delay,20,40,B/W,
19-Oct-19,300,3:16:00 AM,Saturday,Terminal 3,Investigation,20,40,E/B,3104
19-Oct-19,320,3:50:00 AM,Saturday,Queensquay/Yonge,Utilized Off Route,4,8,N/B,8204
19-Oct-19,320,4:02:00 AM,Saturday,Steeles & Yonge,Mechanical,7,23,S/B,8322
19-Oct-19,320,4:02:00 AM,Saturday,Steeles & Yonge Loop,Investigation,1,1,S/B,1037
19-Oct-19,396,4:04:00 AM,Saturday,Brookmere & Kipling,Investigation,30,48,W/B,3365
19-Oct-19,32,4:12:00 AM,Saturday,Eglinton Station,Utilized Off Route,4,4,W/B,1002
19-Oct-19,396,4:20:00 AM,Saturday,Steeles/Martin Grove,Investigation,60,90,E/B,3365
19-Oct-19,32,5:00:00 AM,Saturday,Eglinton Station,Emergency Services,10,20,W/B,1002
19-Oct-19,73,5:20:00 AM,Saturday,Queensway Garage,Mechanical,17,39,E/B,8414
19-Oct-19,87,6:01:00 AM,Saturday,BRGA,Mechanical,,10,W/B,8541
19-Oct-19,34,6:29:00 AM,Saturday,Kennedy Station,Mechanical,10,20,W/B,8637
19-Oct-19,112,6:30:00 AM,Saturday,Belfield and Attwell,Diversion,15,30,N/B,7976
19-Oct-19,94,6:34:00 AM,Saturday,Spadina/Carlton,Utilized Off Route,10,20,E/B,1378
19-Oct-19,29,6:40:00 AM,Saturday,Princess Gate,Utilized Off Route,8,16,N/B,9023
19-Oct-19,999,6:40:00 AM,Saturday,Yonge/Davisville,Mechanical,1,1,S/B,9107
19-Oct-19,67,6:50:00 AM,Saturday,PHARMACY NORTH / Pharmancy and Eglinton,Investigation,0,0,S/B,8821
19-Oct-19,32,6:58:00 AM,Saturday,Pine & Lawrence,Mechanical,5,10,W/B,1407
19-Oct-19,50,8:00:00 AM,Saturday,Islington and Bloor St W,General Delay,25,40,B/W,
19-Oct-19,63,8:01:00 AM,Saturday,Eglinton West Station,Mechanical,6,12,S/B,8323
19-Oct-19,165,9:40:00 AM,Saturday,Wilson Station Lower,Emergency Services,10,21,E/B,3281
19-Oct-19,43,9:41:00 AM,Saturday,Progress/Consentino,Investigation,15,30,S/B,8695
19-Oct-19,89,9:45:00 AM,Saturday,Keele Station,Mechanical,10,20,S/B,1131
19-Oct-19,160,9:50:00 AM,Saturday,Promanade,Diversion,36,72,N/B,1238
19-Oct-19,87,10:25:00 AM,Saturday,Main Station,Mechanical,10,20,W/B,9227
19-Oct-19,84,10:35:00 AM,Saturday,Sheppard and Arrow rd.,Investigation,8,16,W/B,3496
19-Oct-19,984,11:00:00 AM,Saturday,Sheppard west station,Investigation,10,20,E/B,3586
19-Oct-19,35,11:05:00 AM,Saturday,Pioneer Village Stn,Mechanical,10,20,S/B,3572
19-Oct-19,543,11:15:00 AM,Saturday,Lawrence and Tremont,Investigation,10,20,W/B,8838
19-Oct-19,126,11:53:00 AM,Saturday,Entire route,General Delay,15,15,B/W,1418
19-Oct-19,935,12:00:00 PM,Saturday,Jane Stn to Pioneer Village Stn,General Delay,30,40,B/W,
19-Oct-19,110,12:00:00 PM,Saturday,Entire Route,General Delay,20,30,B/W,
19-Oct-19,37,12:00:00 PM,Saturday,Entire Route,General Delay,30,40,B/W,
19-Oct-19,89,12:00:00 PM,Saturday,Entire Route,General Delay,25,35,B/W,
19-Oct-19,129,12:00:00 PM,Saturday,McCowan and Milner,General Delay,10,20,B/W,3452
19-Oct-19,65,12:00:00 PM,Saturday,Between Castle Frank Stn and Berkely/Front,General Delay,15,32,B/W,
19-Oct-19,35,12:00:00 PM,Saturday,Jane Stn to Pioneer Village Stn,General Delay,30,40,B/W,
19-Oct-19,60,12:00:00 PM,Saturday,Signal Hill and Steeles,General Delay,30,60,BW,3253
19-Oct-19,68,12:00:00 PM,Saturday,Warden and Eglinton,General Delay,10,20,B/W,
19-Oct-19,11,12:18:00 PM,Saturday,Davisville Stn,Mechanical,15,30,E/B,8195
19-Oct-19,97,12:30:00 PM,Saturday,Yong and Finch and Yonge Lawrence to St Clair,General Delay,25,55,B/W,
19-Oct-19,86,1:00:00 PM,Saturday,Kingston/Morningside,General Delay,20,30,W/B,
19-Oct-19,17,1:00:00 PM,Saturday,Eglinton and Birchmount,General Delay,12,24,B/W,8592
19-Oct-19,73,1:00:00 PM,Saturday,Entire Route,General Delay,25,35,B/W,
19-Oct-19,74,1:18:00 PM,Saturday,St Clair Ave and Clifton,Mechanical,18,36,E/B,1257
19-Oct-19,84,1:20:00 PM,Saturday,Sheppard and Weston,Mechanical,10,20,E/B,3279
19-Oct-19,126,1:30:00 PM,Saturday,Entire route,General Delay,15,15,B/W,1418
19-Oct-19,86,1:38:00 PM,Saturday,Lawrence/Kingston,Diversion,61,76,W/B,
19-Oct-19,89,1:45:00 PM,Saturday,Weston and John,Mechanical,10,20,S/B,1047
19-Oct-19,41,1:46:00 PM,Saturday,Keele Station,Investigation,8,17,N/B,1147
19-Oct-19,40,1:54:00 PM,Saturday,Dundas west stn,Emergency Services,10,20,N/B,8092
19-Oct-19,40,2:00:00 PM,Saturday,Entire Route,General Delay,30,40,B/W,
19-Oct-19,80,2:00:00 PM,Saturday,Entire Route,General Delay,25,40,B/W,
19-Oct-19,41,2:03:00 PM,Saturday,Keele & Eglinton,Mechanical,9,17,S/B,1529
19-Oct-19,110,3:00:00 PM,Saturday,Islington stn,Mechanical,18,36,S/B,8056
19-Oct-19,984,3:10:00 PM,Saturday,Sheppard west station,Mechanical,10,20,E/B,3586
19-Oct-19,96,3:23:00 PM,Saturday,Entire route,Mechanical,1,1,S/B,3564
19-Oct-19,123,4:00:00 PM,Saturday,Kipling station to Long Branch,General Delay,20,50,B/W,
19-Oct-19,14,4:04:00 PM,Saturday,Eglinton and Chaplain,Diversion,190,210,S/B,1072
19-Oct-19,89,4:08:00 PM,Saturday,Weston and Jane,Investigation,10,20,N/B,1139
19-Oct-19,36,4:15:00 PM,Saturday,FWSN,Mechanical,5,11,W/B,3220
19-Oct-19,91,4:20:00 PM,Saturday,Camforth Rd & Lawrence,Vision,24,48,N/B,8400
19-Oct-19,25,5:00:00 PM,Saturday,Freshmedow and Don Mills,Utilized Off Route,9,18,S/B,8782
19-Oct-19,79,5:05:00 PM,Saturday,Runnymede Station,Investigation,12,24,N/B,1502
19-Oct-19,63,5:08:00 PM,Saturday,Eglinton West Station,Mechanical,5,11,S/B,8156
19-Oct-19,60,5:37:00 PM,Saturday,Steeles and Norfinch,Investigation,10,20,WB,3253
19-Oct-19,130,5:38:00 PM,Saturday,Middlefield Loop,Diversion,30,60,S/B,3413
19-Oct-19,130,5:38:00 PM,Saturday,Middlefield Loop,General Delay,30,60,S/B,3413
19-Oct-19,109,5:39:00 PM,Saturday,Ridlle Ave / Marlee Ave,Investigation,20,40,S/B,8370
19-Oct-19,68,5:55:00 PM,Saturday,Warden and Danube,Investigation,0,0,S/B,8846
19-Oct-19,25,6:00:00 PM,Saturday,Freshmedow and Don Mills,Utilized Off Route,9,18,S/B,8528
19-Oct-19,32,6:08:00 PM,Saturday,Glenholme and Eglinton,Investigation,9,18,W/B,1555
19-Oct-19,96,6:14:00 PM,Saturday,Jane and Wilson,Mechanical,17,34,E/B,3217
19-Oct-19,134,6:18:00 PM,Saturday,Crow Trail and Whiteless,Mechanical,15,30,N/B,1656
19-Oct-19,29,6:29:00 PM,Saturday,Dufferin & Castlefield,Mechanical,3,6,N/B,9137
19-Oct-19,45,6:55:00 PM,Saturday,Kipling/ Penlea,Diversion,15,25,N/B,
19-Oct-19,79,7:13:00 PM,Saturday,Bloor /High prh ave,Mechanical,12,24,S/B,1357
19-Oct-19,86,7:41:00 PM,Saturday,Eglinton and Brimley,Mechanical,9,19,E/B,8752
19-Oct-19,5,8:00:00 PM,Saturday,Queens park to Eglinton station,General Delay,10,30,B/W,
19-Oct-19,63,8:00:00 PM,Saturday,Atlantic and King,Diversion,120,128,S/B,
19-Oct-19,71,8:05:00 PM,Saturday,Runnymede/ Morningside,Mechanical,15,30,S/B,1098
19-Oct-19,29,8:08:00 PM,Saturday,Dufferin and Dufferin Park,Mechanical,8,16,S/B,9036
19-Oct-19,102,8:53:00 PM,Saturday,Kingston and McCowan,Investigation,10,20,E/B,8588
19-Oct-19,24,9:10:00 PM,Saturday,VICTORIA PARK STATION,Mechanical,9,18,N/B,9228
19-Oct-19,86,9:15:00 PM,Saturday,Kingston and Galloway,Mechanical,10,19,E/B,8816
19-Oct-19,97,9:27:00 PM,Saturday,York Mills Station,Mechanical,30,60,S/B,8115
19-Oct-19,6,10:02:00 PM,Saturday,Bay & Front,General Delay,20,40,BW,
19-Oct-19,89,10:18:00 PM,Saturday,Keele/ Dundas,Investigation,5,10,S/B,1064
19-Oct-19,89,10:18:00 PM,Saturday,Keele / Dundas,Investigation,10,20,S/B,1036
19-Oct-19,201,10:19:00 PM,Saturday,Major Mackenzie and Markham,Emergency Services,50,100,E/B,8588
19-Oct-19,89,10:20:00 PM,Saturday,Keele/ Dundas,Investigation,10,20,S/B,1135
19-Oct-19,29,10:24:00 PM,Saturday,Playfair and Dufferin,Investigation,9,18,S/B,9022
19-Oct-19,102,10:29:00 PM,Saturday,Warden Station,Investigation,10,20,,3145
19-Oct-19,35,10:56:00 PM,Saturday,Jane Station,Mechanical,9,18,N/B,3617
19-Oct-19,96,10:59:00 PM,Saturday,Wilson Station,Investigation,20,40,W/B,3560
19-Oct-19,129,11:10:00 PM,Saturday,McCowan and 14th Ave,General Delay,40,80,S/B,3452
19-Oct-19,72,11:52:00 PM,Saturday,Pape Station,Mechanical,18,36,S/B,3113
20-Oct-19,17,12:38:00 AM,Sunday,Steeles and Birchmount,Investigation,22,22,S/B,3108
20-Oct-19,35,1:07:00 AM,Sunday,Shoreham Drive and Jane,Mechanical,10,20,N/B,3337
20-Oct-19,332,1:30:00 AM,Sunday,Eglinton & Bathurst,Diversion,106,136,BW,1138
20-Oct-19,300,2:00:00 AM,Sunday,Bathrust to Parliament,General Delay,15,30,B/W,
20-Oct-19,363,2:42:00 AM,Sunday,Eglinton/Northcliffe,Diversion,174,204,N/B,
20-Oct-19,320,3:00:00 AM,Sunday,Along Yonge,General Delay,15,19,N/B,
20-Oct-19,320,3:00:00 AM,Sunday,Along Yonge,General Delay,15,19,N/B,
20-Oct-19,307,4:00:00 AM,Sunday,Bathurst and Fleet to CNE Loop,Diversion,230,270,W/B,8190
20-Oct-19,6,4:00:00 AM,Sunday,Bay / elm,Diversion,30,60,,
20-Oct-19,320,4:18:00 AM,Sunday,Steeles & Yonge,Mechanical,15,30,S/B,8182
20-Oct-19,320,4:20:00 AM,Sunday,Wellington & Bay,Diversion,40,43,S/B,8849
20-Oct-19,320,4:30:00 AM,Sunday,Yonge & Adelaide,Diversion,1,1,S/B,8370
20-Oct-19,36,4:54:00 AM,Sunday,Keele St-Finch Av,Mechanical,30,30,W/B,3216
20-Oct-19,89,6:25:00 AM,Sunday,Weston/Rogers,Mechanical,26,36,N/B,1503
20-Oct-19,52,6:41:00 AM,Sunday,Airport Rd & Derry,Diversion,64,78,W/B,8124
20-Oct-19,42,6:54:00 AM,Sunday,Willowdale to Maxome on Cummer,Diversion,60,90,eb,8328
20-Oct-19,307,7:00:00 AM,Sunday,Bathurst and Bloor (Bathurst Station),Diversion,60,90,B/W,8190
20-Oct-19,54,7:15:00 AM,Sunday,Eglinton Station,Mechanical,30,30,E/B,8800
20-Oct-19,5,7:30:00 AM,Sunday,Davenport and Avenue Road,Diversion,20,230,B/W,
20-Oct-19,75,7:30:00 AM,Sunday,Adelaid and  Lower Sherbourne,Diversion,30,60,B/W,
20-Oct-19,300,7:37:00 AM,Sunday,Bloor and Bathurst / Bloor and Davenport,Diversion,79,85,B/W,
20-Oct-19,96,7:40:00 AM,Sunday,Entire route,Mechanical,1,1,B/W,3347
20-Oct-19,63,7:40:00 AM,Sunday,Entire route,Mechanical,1,1,B/W,8373
20-Oct-19,131,7:42:00 AM,Sunday,Morningview Tr/Old Finch Ave,Mechanical,26,27,W/B,1313
20-Oct-19,83,7:45:00 AM,Sunday,JONES / Woodbine and Queen,Diversion,568,486,B/W,
20-Oct-19,92,7:45:00 AM,Sunday,WOODBINE SOUTH / Woodbine and Queen,Diversion,454,466,B/W,
20-Oct-19,64,7:45:00 AM,Sunday,MAIN / Southwood and Kingston,Diversion,440,460,B/W,
20-Oct-19,121,8:06:00 AM,Sunday,Front/York,General Delay,,20,W/B,8409
20-Oct-19,939,8:07:00 AM,Sunday,STC Station,Utilized Off Route,8,16,E/B,3430
20-Oct-19,32,8:07:00 AM,Sunday,Eglinton Station,Mechanical,13,23,W/B,1031
20-Oct-19,75,8:07:00 AM,Sunday,Bloor/Sherbourne,Diversion,1,20,N/B,1290
20-Oct-19,26,8:26:00 AM,Sunday,St George station,Mechanical,22,44,B/W,1525
20-Oct-19,61,8:28:00 AM,Sunday,Bombay Loop,Mechanical,17,37,S/B,8305
20-Oct-19,63,8:30:00 AM,Sunday,Entire route,Mechanical,1,1,B/W,8307
20-Oct-19,165,8:32:00 AM,Sunday,Entire route,Mechanical,1,1,B/W,3522
20-Oct-19,600,8:34:00 AM,Sunday,Eglinton and Broadway,Mechanical,1,1,NB,8570
20-Oct-19,600,9:30:00 AM,Sunday,Eglinton and St Clair,Mechanical,1,1,,3270
20-Oct-19,111,9:33:00 AM,Sunday,Richgrove at Martin Grove,Mechanical,15,30,S/B,8054
20-Oct-19,63,9:51:00 AM,Sunday,Entire route,Mechanical,1,1,B/W,8304
20-Oct-19,33,10:12:00 AM,Sunday,Spadina & St Clair,Diversion,10,40,N/B,1288
20-Oct-19,335,10:15:00 AM,Sunday,Jane and Lawrence,Investigation,10,20,S/B,3343
20-Oct-19,935,10:22:00 AM,Sunday,Jane and Lawrence,Emergency Services,9,18,S/B,3569
20-Oct-19,161,10:45:00 AM,Sunday,Entire route,Mechanical,1,1,B/W,1413
20-Oct-19,65,11:46:00 AM,Sunday,Parliament / Queen,Investigation,15,30,N/B,3107
20-Oct-19,85,11:55:00 AM,Sunday,Don Mills stn,Mechanical,6,12,E/B,3425
20-Oct-19,89,12:00:00 PM,Sunday,Weston/Albion,Mechanical,10,20,N/B,1019
20-Oct-19,76,12:00:00 PM,Sunday,Royal York stn,Mechanical,9,18,S/B,8033
20-Oct-19,35,12:00:00 PM,Sunday,Jane Stn to Pioneer Village,General Delay,30,40,B/W,
20-Oct-19,22,12:00:00 PM,Sunday,COXWELL / Coxwell Station,General Delay,10,20,B/W,
20-Oct-19,75,12:15:00 PM,Sunday,Sherboune and Bloor,Diversion,30,30,N/B,1290
20-Oct-19,81,12:30:00 PM,Sunday,Pape stn,Utilized Off Route,8,16,N/B,3121
20-Oct-19,102,1:14:00 PM,Sunday,0,Mechanical,0,0,N/B,8474
20-Oct-19,68,1:16:00 PM,Sunday,Angus Glen Center,Investigation,30,60,S/B,8626
20-Oct-19,985,1:16:00 PM,Sunday,Scarb. Town Centre,Mechanical,12,24,E/B,9063
20-Oct-19,84,1:27:00 PM,Sunday,Sheppard Station,Mechanical,7,17,W/B,3356
20-Oct-19,68,1:30:00 PM,Sunday,Eglinton and Warden,General Delay,10,20,N/B,8731
20-Oct-19,53,1:30:00 PM,Sunday,leslie,Mechanical,5,10,E/B,1200
20-Oct-19,36,2:32:00 PM,Sunday,Humberwood loop,Mechanical,5,10,E/B,3703
20-Oct-19,35,2:38:00 PM,Sunday,Jane St And John,Investigation,7,14,S/B,3356
20-Oct-19,123,2:40:00 PM,Sunday,Kipling Station,Mechanical,20,40,S/B,8012
20-Oct-19,32,3:01:00 PM,Sunday,Eglinton & Atlas,Investigation,10,20,E/B,1358
20-Oct-19,66,3:01:00 PM,Sunday,Lakeshore and Brookers Ln,Mechanical,20,40,S/B,8086
20-Oct-19,41,3:34:00 PM,Sunday,Keele Street / Lawrence West ave.,Investigation,10,20,N/B,1066
20-Oct-19,52,3:45:00 PM,Sunday,Caledonia and Lawrence,Mechanical,10,20,,8181
20-Oct-19,49,4:50:00 PM,Sunday,Kipling Station,Investigation,30,60,W/B,8052
20-Oct-19,92,4:50:00 PM,Sunday,Woodbine & Queen St,Investigation,5,10,N/B,8579
20-Oct-19,900,4:55:00 PM,Sunday,Kipling stn,Emergency Services,7,15,N/B,8000
20-Oct-19,6,5:15:00 PM,Sunday,Dupont and Davenport,Mechanical,14,28,W/B,1130
20-Oct-19,600,5:58:00 PM,Sunday,Wilson Stn,Utilized Off Route,1,1,N/B,8178
20-Oct-19,602,5:58:00 PM,Sunday,Kipling Station,Utilized Off Route,1,2,S/B,8099
20-Oct-19,9,6:05:00 PM,Sunday,0,Mechanical,0,0,N/B,8533
20-Oct-19,161,6:25:00 PM,Sunday,Rogers and Gilbert,Investigation,1,1,W/B,1080
20-Oct-19,161,6:32:00 PM,Sunday,Gilbert and Rogers,Investigation,20,40,W/B,1032
20-Oct-19,63,6:58:00 PM,Sunday,Eglinton and Marlee,Diversion,10,20,WB,8172
20-Oct-19,32,6:58:00 PM,Sunday,Marlee and Eglinton,Diversion,17,27,W/B,
20-Oct-19,85,7:40:00 PM,Sunday,Sheppard and Markham,Mechanical,6,11,W/B,1730
20-Oct-19,71,7:45:00 PM,Sunday,Mount Dennis Division,Mechanical,10,20,N/B,1030
20-Oct-19,7,8:22:00 PM,Sunday,Kenton and Bathurst,Mechanical,7,15,N/B,8106
20-Oct-19,67,8:37:00 PM,Sunday,Lawrence & Pharmacy,Diversion,1,0,N/B,8727
20-Oct-19,102,8:59:00 PM,Sunday,Sheppard and Wilson Heights,Mechanical,20,40,E/B,8347
20-Oct-19,63,9:56:00 PM,Sunday,Atlantic and King,Mechanical,10,20,N/B,8206
20-Oct-19,35,10:30:00 PM,Sunday,Jane Stn,Investigation,9,18,N/B,3224
20-Oct-19,65,10:30:00 PM,Sunday,Parliament & Queen St,Mechanical,15,30,S/B,8406
20-Oct-19,161,10:42:00 PM,Sunday,Rogers and Bicknell,Mechanical,20,40,E/B,1413
20-Oct-19,94,11:00:00 PM,Sunday,OSSINGTON STATION,Mechanical,7,14,E/B,1348
20-Oct-19,95,11:10:00 PM,Sunday,Ellesmere and McCowan,Mechanical,10,20,E/B,1308
20-Oct-19,39,11:30:00 PM,Sunday,Finch sttaion to Sewells,General Delay,10,20,B/W,
21-Oct-19,60,12:27:00 AM,Monday,Finch station,Mechanical,8,17,W/B,3287
21-Oct-19,52,1:18:00 AM,Monday,Lawrence W Stn,Mechanical,20,40,,8360
21-Oct-19,36,1:30:00 AM,Monday,Finch station,Mechanical,10,20,W/B,9108
21-Oct-19,302,3:20:00 AM,Monday,McCowan and St. Andrew's Rd,Investigation,30,60,N/B,8562
21-Oct-19,24,4:49:00 AM,Monday,VICTORIA PARK / Victoria Park Station,Diversion,1,1,B/W,
21-Oct-19,600,5:34:00 AM,Monday,High Park Loop,Utilized Off Route,1,1,B/W,1131
21-Oct-19,607,5:38:00 AM,Monday,Main stn,Utilized Off Route,,,W/B,9203
21-Oct-19,607,5:43:00 AM,Monday,Warden stn,Utilized Off Route,,,W/B,8583
21-Oct-19,600,5:46:00 AM,Monday,Mt Dennis Garage,Utilized Off Route,1,1,B/W,1521
21-Oct-19,601,5:53:00 AM,Monday,Arrow garage,Utilized Off Route,,,S/B,3357
21-Oct-19,924,6:02:00 AM,Monday,VICTORIA PARK EXP/ Victoria Park Station,Diversion,1,1,B/W,
21-Oct-19,32,6:12:00 AM,Monday,Tretheway and Jane,Mechanical,4,9,E/B,1078
21-Oct-19,706,6:14:00 AM,Monday,Victoria pk stn,Utilized Off Route,,,W/B,8477
21-Oct-19,32,6:16:00 AM,Monday,Caledonia and Eglinton,Investigation,12,12,E/B,1407
21-Oct-19,42,6:18:00 AM,Monday,Finch Station - Leslie and McNicoll,Utilized Off Route,1,1,BW,8388
21-Oct-19,95,6:22:00 AM,Monday,Kingston Road Loop,Mechanical,8,16,W/B,3555
21-Oct-19,50,6:45:00 AM,Monday,Islington Station,Mechanical,11,22,W/B,8088
21-Oct-19,71,7:22:00 AM,Monday,Industry Street at Mount Dennis Garage,Mechanical,9,18,S/B,1264
21-Oct-19,91,7:24:00 AM,Monday,Brookbanks Dr,Mechanical,12,24,S/B,8562
21-Oct-19,168,7:25:00 AM,Monday,Old Weston/Davenport,Investigation,11,22,S/B,1124
21-Oct-19,145,7:40:00 AM,Monday,Richmond & Portland,Diversion,58,116,W/B,8087
21-Oct-19,111,7:57:00 AM,Monday,Eglinton and Martin Grove,Investigation,11,22,N/B,8097
21-Oct-19,63,7:58:00 AM,Monday,Oakwood Loop,Mechanical,4,8,S/B,8386
21-Oct-19,65,8:00:00 AM,Monday,Entire route,General Delay,10,23,S/B,
21-Oct-19,939,8:00:00 AM,Monday,Route 939,General Delay,16,21,B/W,
21-Oct-19,60,8:15:00 AM,Monday,Palm Gate Blvd on Steeles Ave West,Investigation,7,14,WB,3233
21-Oct-19,32,8:23:00 AM,Monday,Renforth Station,Vision,7,14,E/B,1059
21-Oct-19,32,8:27:00 AM,Monday,Wincott and Eglinton,Mechanical,8,19,W/B,1614
21-Oct-19,986,8:47:00 AM,Monday,Kennedy Station,Mechanical,5,5,N/B,8923
21-Oct-19,939,9:27:00 AM,Monday,Finch stn,Mechanical,7,15,E/B,1385
21-Oct-19,116,9:30:00 AM,Monday,Kennedy Station,Mechanical,10,20,N/B,8635
21-Oct-19,97,9:41:00 AM,Monday,Hilda and Steeles,Mechanical,30,60,S/B,8355
21-Oct-19,125,9:45:00 AM,Monday,Drewry Route,Utilized Off Route,1,1,BW,8388
21-Oct-19,22,9:50:00 AM,Monday,Coxwell Station,Mechanical,8,16,S/B,8963
21-Oct-19,996,10:01:00 AM,Monday,York Mills Station,Mechanical,1,1,E/B,3509
21-Oct-19,65,10:43:00 AM,Monday,Castle Frank Station,Mechanical,13,26,S/B,8521
21-Oct-19,36,10:50:00 AM,Monday,martin grove,Mechanical,5,10,W/B,9123
21-Oct-19,126,11:20:00 AM,Monday,Christie/Lambertlodge,Mechanical,15,15,N/B,1062
21-Oct-19,90,11:30:00 AM,Monday,St. Clair West Stn,Utilized Off Route,10,20,N/B,8147
21-Oct-19,125,11:45:00 AM,Monday,Drewry Route,Utilized Off Route,1,1,BW,1315
21-Oct-19,126,11:50:00 AM,Monday,christie and stclair,Investigation,15,15,S/B,1325
21-Oct-19,56,11:50:00 AM,Monday,Donald and Warland ave,Mechanical,10,20,S/B,1241
21-Oct-19,98,12:35:00 PM,Monday,Steeles and Willowdale,Diversion,110,130,B/W,
21-Oct-19,63,12:40:00 PM,Monday,Ossington/College,Mechanical,5,10,N/B,8172
21-Oct-19,935,12:48:00 PM,Monday,Jane and Weston,Investigation,10,19,S/B,3226
21-Oct-19,35,12:53:00 PM,Monday,Jane and Sheppard,Mechanical,7,14,S/B,3523
21-Oct-19,123,1:08:00 PM,Monday,Kipling Station,Mechanical,21,42,W/B,8020
