_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
1615460,13975,BP-21776,20,Grosvenor St,Grosvenor St,North,St Luke Lane,West,,13,,Ring,Existing,0,314068.523,4835880.87,-79.38507859,43.66281491,"{u'type': u'Point', u'coordinates': (-79.3850785824, 43.6628149118)}"
1615461,13976,BP-30790,598,Symington Ave,Davenport Rd,North,Symington Ave,West,,9,,Ring,Existing,0,308545.115,4836755.183,-79.45355781,43.67073323,"{u'type': u'Point', u'coordinates': (-79.4535578089, 43.6707332285)}"
1615462,13977,BP-24901,656,Kingston Rd,Kingston Rd,North,Southwood Dr,East,,19,,Ring,Existing,0,321123.734,4837701.829,-79.29754559,43.67908445,"{u'type': u'Point', u'coordinates': (-79.2975455917, 43.6790844455)}"
1615463,13978,BP-29277,446,Queen St W,Queen St W,North,Vanauley St,West,,10,Queen Street West,Ring,Existing,0,312946.881,4834263.296,-79.39901033,43.64826771,"{u'type': u'Point', u'coordinates': (-79.3990103238, 43.648267715)}"
1615464,13979,BP-22412,27,Carlton St,Carlton St,South,Reverend Porter Lane,East,,13,Downtown Yonge,Ring,Existing,0,314409.715,4835730.883,-79.38085079,43.6614605,"{u'type': u'Point', u'coordinates': (-79.3808507848, 43.6614604991)}"
1615465,13980,BP-28220,2814,Lake Shore Blvd W,Lake Shore Blvd W,North,Third St,West,,3,Lakeshore Village,Ring,Existing,0,304705.479,4829093.131,-79.50117079,43.60177358,"{u'type': u'Point', u'coordinates': (-79.5011707906, 43.6017735872)}"
1615466,13982,BP-31965,314,Roncesvalles Ave,Roncesvalles Ave,West,Constance St,North,,4,Roncesvalles Village,Ring,Existing,0,308793.282,4834430.969,-79.45049755,43.64981089,"{u'type': u'Point', u'coordinates': (-79.4504975476, 43.649810891)}"
1615467,13983,BP-23685,698,Yonge St,St Mary St,South,Ln W Yonge S St Mary,East,,13,,Ring,Existing,0,313973.239,4836439.487,-79.38625052,43.66784438,"{u'type': u'Point', u'coordinates': (-79.3862505224, 43.6678443837)}"
1615468,13984,BP-31575,1176,Queen St E,Queen St E,North,Rushbrooke Ave,East,,14,Leslieville,Ring,Existing,0,318346.384,4835899.309,-79.33203665,43.66291525,"{u'type': u'Point', u'coordinates': (-79.3320366483, 43.6629152574)}"
1615469,13985,BP-21459,333,Adelaide St E,Adelaide St E,South,Sherbourne St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315358.666,4834676.499,-79.36910555,43.65195678,"{u'type': u'Point', u'coordinates': (-79.3691055499, 43.651956774)}"
1615470,13987,BP-40141,5,Mercer St,Mercer St,South,John St,West,,10,Toronto Entertainment District,Ring,Existing,0,313706.368,4833996.154,-79.38960005,43.64585437,"{u'type': u'Point', u'coordinates': (-79.389600056, 43.6458543715)}"
1615471,13988,BP-29129,409 1/2,College St,Lippincott St,West,College St,South,,11,,Ring,Existing,0,312334.653,4835177.873,-79.4065868,43.65650659,"{u'type': u'Point', u'coordinates': (-79.4065868033, 43.6565065918)}"
1615472,13990,BP-30608,475,Front St E,Rolling Mills Rd,East,Front St E,South,,13,,Ring,Existing,0,316442.768,4834802.387,-79.3556634,43.65307375,"{u'type': u'Point', u'coordinates': (-79.3556634005, 43.6530737547)}"
1615473,13991,BP-23722,49,Hayden St,Hayden St,South,Charles St E,North,,11,Bloor-Yorkville,Ring,Existing,0,314132.039,4836664.848,-79.38427749,43.66987095,"{u'type': u'Point', u'coordinates': (-79.3842774864, 43.6698709524)}"
1615474,13992,BP-27795,454,College St,College St,North,College Pl,East,,11,Little Italy,Ring,Existing,0,312207.97,4835175.016,-79.40815743,43.65648215,"{u'type': u'Point', u'coordinates': (-79.4081574323, 43.6564821476)}"
1615475,13993,BP-26034,446,Danforth Ave,Danforth Ave,North,Arundel Ave,East,,14,Greektown on the Danforth,Ring,Existing,0,316852.716,4837562.666,-79.35051961,43.67791334,"{u'type': u'Point', u'coordinates': (-79.3505196092, 43.6779133429)}"
1615476,13994,BP-28848,792,King St W,King St W,North,Niagara St,East,,10,,Ring,Existing,0,312327.134,4833696.238,-79.40670066,43.64316995,"{u'type': u'Point', u'coordinates': (-79.4067006689, 43.6431699524)}"
1615477,13996,BP-34798,710,Bathurst St,Bathurst St,West,Herrick St,North,,11,Mirvish Village,Ring,Existing,0,312023.124,4835896.38,-79.41043946,43.6629772,"{u'type': u'Point', u'coordinates': (-79.410439463, 43.6629772052)}"
1615478,13997,BP-30135,865,College St,College St,South,Concord Ave,South,,9,College Promenade,Ring,Existing,0,310931.782,4834903.415,-79.42398243,43.65404899,"{u'type': u'Point', u'coordinates': (-79.4239824312, 43.6540489898)}"
1615479,13998,BP-35711,478,Queens Quay W,Queens Quay W,North,Yo-Yo Ma Lane,East,,10,The Waterfront,Ring,Existing,0,313372.352,4833064.619,-79.39375516,43.63747321,"{u'type': u'Point', u'coordinates': (-79.3937551611, 43.6374732136)}"
1615480,14000,BP-35718,604,Fleet St,Fleet St,North,Iannuzzi St,West,,10,CityPlace and Fort York,Ring,Existing,0,312761.963,4832930.086,-79.40132224,43.63626901,"{u'type': u'Point', u'coordinates': (-79.4013222291, 43.6362690129)}"
1615481,14001,BP-35761,15,Spadina Ave,Spadina Ave,East,Fort York Blvd,South,,10,Toronto Entertainment District,Ring,Existing,0,313462.279,4833366.623,-79.39263578,43.64019061,"{u'type': u'Point', u'coordinates': (-79.3926357768, 43.6401906201)}"
1615482,14003,BP-35776,441,Queens Quay W,Queens Quay W,South,Lower Spadina Ave,West,,10,The Waterfront,Ring,Existing,0,313483.08,4833061.989,-79.39238286,43.63744825,"{u'type': u'Point', u'coordinates': (-79.3923828545, 43.6374482563)}"
1615483,14004,BP-35792,498,Queens Quay W,Queens Quay W,North,Yo-Yo Ma Lane,North,,10,The Waterfront,Ring,Existing,0,313308.546,4833055.798,-79.3945461,43.63739454,"{u'type': u'Point', u'coordinates': (-79.3945461036, 43.6373945447)}"
1615484,14005,BP-35798,405,Donlands Ave,Donlands Ave,East,Woodville Ave,North,,14,,Ring,Existing,0,317479.913,4839354.439,-79.34269886,43.69403114,"{u'type': u'Point', u'coordinates': (-79.3426988655, 43.6940311409)}"
1615485,14006,BP-35809,53,Donlands Ave,Donlands Ave,East,Strathmore Blvd,North,,14,,Ring,Existing,0,317888.88,4837975.132,-79.33765892,43.68160854,"{u'type': u'Point', u'coordinates': (-79.3376589179, 43.6816085375)}"
1615486,14007,BP-35819,51,Donlands Ave,Donlands Ave,East,Strathmore Blvd,North,,14,,Ring,Existing,0,317894.19,4837954.836,-79.33759355,43.68142575,"{u'type': u'Point', u'coordinates': (-79.3375935512, 43.6814257541)}"
1615487,14009,BP-33662,1012,Danforth Ave,Danforth Ave,North,Donlands Ave,East,,14,THE DANNY Danforth Mosaic,Ring,Existing,0,317964.787,4837865.852,-79.33672012,43.68062353,"{u'type': u'Point', u'coordinates': (-79.3367201165, 43.6806235371)}"
1615488,14010,BP-33700,1158A,Danforth Ave,Danforth Ave,North,Greenwood Ave,West,,14,THE DANNY Danforth Mosaic,Ring,Existing,0,318247.256,4837949.465,-79.33321465,43.6813711,"{u'type': u'Point', u'coordinates': (-79.3332146468, 43.6813711028)}"
1615489,14011,BP-33702,900,Danforth Ave,Danforth Ave,North,Dewhurst Blvd,East,,14,THE DANNY Danforth Mosaic,Ring,Existing,0,317776.467,4837812.87,-79.33905708,43.68014994,"{u'type': u'Point', u'coordinates': (-79.3390570727, 43.6801499438)}"
1615490,14012,BP-33711,950,Danforth Ave,Danforth Ave,North,Euston Ave,West,,14,THE DANNY Danforth Mosaic,Ring,Existing,0,317849.273,4837832.198,-79.33815363,43.68032265,"{u'type': u'Point', u'coordinates': (-79.3381536193, 43.6803226456)}"
1615491,14013,BP-33766,1677,Dundas St W,Dundas St W,South,Margueretta St,West,,9,Little Portugal,Ring,Existing,0,309860.112,4834445.61,-79.43727253,43.64993619,"{u'type': u'Point', u'coordinates': (-79.4372725309, 43.6499361881)}"
1615492,14014,BP-33780,1596,Dundas St W,Dundas St W,North,Brock Ave,East,,9,Little Portugal,Ring,Existing,0,310045.664,4834443.175,-79.43497237,43.64991298,"{u'type': u'Point', u'coordinates': (-79.4349723683, 43.6499129845)}"
1615493,14015,BP-33789,1688,Dundas St W,Dundas St W,North,St Clarens Ave,East,,9,Little Portugal,Ring,Existing,0,309792.61,4834466.099,-79.43810913,43.65012107,"{u'type': u'Point', u'coordinates': (-79.4381091268, 43.650121073)}"
1615494,14016,BP-33803,50,Wabash Ave,Wabash Ave,North,Sorauren Ave,East,,4,,Ring,Existing,0,309350.883,4834209.503,-79.44358716,43.6478142,"{u'type': u'Point', u'coordinates': (-79.4435871531, 43.6478141937)}"
1615495,14017,BP-33810,1143,Davenport Rd,Davenport Rd,South,Alberta Ave,East,,9,,Ring,Existing,0,310357.24,4837189.131,-79.43108166,43.67462799,"{u'type': u'Point', u'coordinates': (-79.4310816647, 43.6746279947)}"
1615496,14018,BP-33811,1359,Davenport Rd,Davenport Rd,South,Bristol Ave,West,,9,,Ring,Existing,0,309629.872,4837018.634,-79.44010367,43.67309838,"{u'type': u'Point', u'coordinates': (-79.4401036693, 43.6730983793)}"
1615497,14019,BP-33823,50,Wabash Ave,Wabash Ave,North,Sorauren Ave,East,,4,,Ring,Existing,0,309372.082,4834215.204,-79.44332432,43.64786538,"{u'type': u'Point', u'coordinates': (-79.4433243217, 43.6478653805)}"
1615498,14021,BP-35849,972,Queen St E,Carlaw Ave,East,Queen St E,North,,14,Leslieville,Ring,Existing,0,317695.739,4835721.087,-79.34010831,43.66132259,"{u'type': u'Point', u'coordinates': (-79.3401083048, 43.6613225954)}"
1615499,14022,BP-35881,215,Leslie St,Dundas St E,North,Leslie St,North,,14,,Ring,Existing,0,318381.44,4836333.86,-79.33159106,43.66682614,"{u'type': u'Point', u'coordinates': (-79.3315910518, 43.6668261416)}"
1615500,14023,BP-35917,260,Carlaw Ave,Carlaw Ave,West,Colgate Ave,North,,14,,Ring,Existing,0,317619.167,4835933.063,-79.34105266,43.66323198,"{u'type': u'Point', u'coordinates': (-79.3410526683, 43.6632319806)}"
1615501,14024,BP-35933,300,Carlaw Ave,Carlaw Ave,West,Ln E Natalie N Colgate,East,,14,,Ring,Existing,0,317608.315,4835969.792,-79.34118635,43.66356277,"{u'type': u'Point', u'coordinates': (-79.3411863523, 43.6635627766)}"
1615502,14025,BP-35954,30,Bridgman Ave,Howland Ave,West,Bridgman Ave,North,,12,Dupont by the Castle,Ring,Existing,0,311840.144,4837219.999,-79.41269098,43.67489328,"{u'type': u'Point', u'coordinates': (-79.4126909871, 43.6748932804)}"
1615503,14026,BP-35956,970,Gerrard St E,Gerrard St E,North,Pape Ave,East,,14,,Ring,Existing,0,317715.519,4836500.351,-79.33984441,43.66833664,"{u'type': u'Point', u'coordinates': (-79.3398444105, 43.6683366436)}"
1615504,14027,BP-35957,181,Carlaw Ave,Carlaw Ave,East,Queen St E,North,,14,,Ring,Existing,0,317685.556,4835756.527,-79.34023371,43.66164178,"{u'type': u'Point', u'coordinates': (-79.3402337154, 43.6616417783)}"
1615505,14028,BP-33852,40,Wabash Ave,Wabash Ave,North,Lukow Ter,West,,4,,Ring,Existing,0,309446.687,4834242.065,-79.44239929,43.6481067,"{u'type': u'Point', u'coordinates': (-79.4423992851, 43.6481067038)}"
1615506,14029,BP-33860,40,Wabash Ave,Wabash Ave,North,Lukow Ter,West,,4,,Ring,Existing,0,309436.202,4834235.997,-79.44252931,43.64805215,"{u'type': u'Point', u'coordinates': (-79.44252931, 43.648052149)}"
1615507,14035,BP-18989,116,Spadina Ave,Camden St,South,Spadina Ave,West,,10,,Ring,Existing,0,313173.949,4834149.774,-79.39619733,43.64724334,"{u'type': u'Point', u'coordinates': (-79.3961973269, 43.6472433424)}"
1615508,14040,BP-18980,420,King St W,Charlotte St,East,King St W,North,,10,Toronto Entertainment District,Ring,Existing,0,313380.561,4834015.507,-79.39363832,43.6460324,"{u'type': u'Point', u'coordinates': (-79.3936383211, 43.6460324036)}"
1615509,14041,BP-18981,19,Charlotte St,Charlotte St,East,Adelaide St W,South,,10,Toronto Entertainment District,Ring,Existing,0,313362.448,4834075.462,-79.3938619,43.64657228,"{u'type': u'Point', u'coordinates': (-79.393861893, 43.6465722884)}"
1615510,14043,BP-18985,8,Charlotte St,Charlotte St,West,Oxley St,South,,10,Toronto Entertainment District,Ring,Existing,0,313358.273,4834049.65,-79.39391405,43.64633999,"{u'type': u'Point', u'coordinates': (-79.3939140541, 43.6463399935)}"
1615511,14048,BP-18988,116,Spadina Ave,Camden St,South,Spadina Ave,West,,10,,Ring,Existing,0,313176.356,4834150.611,-79.39616748,43.64725084,"{u'type': u'Point', u'coordinates': (-79.396167477, 43.6472508494)}"
1615512,14057,BP-33439,151,Marion St,Roncesvalles Ave,East,Marion St,South,,4,Roncesvalles Village,Ring,Existing,0,309088.838,4833434.789,-79.44684162,43.64084227,"{u'type': u'Point', u'coordinates': (-79.4468416168, 43.6408422655)}"
1615513,14058,BP-31248,672,Dupont St,Dupont St,North,Willowvale Lane,West,,11,,Ring,Existing,0,311076.542,4836851.563,-79.42216515,43.67158371,"{u'type': u'Point', u'coordinates': (-79.4221651468, 43.6715837119)}"
1615514,14059,BP-25613,148,Ossington Ave,Ossington Ave,West,Foxley St,South,,10,Ossington Avenue,Ring,Existing,0,311242.347,4834183.264,-79.42014086,43.64756403,"{u'type': u'Point', u'coordinates': (-79.4201408553, 43.6475640321)}"
1615515,14060,BP-22503,150,Gerrard St W,Gerrard St W,North,Elizabeth St,West,,11,,Ring,Existing,0,313861.847,4835348.59,-79.38765011,43.65802623,"{u'type': u'Point', u'coordinates': (-79.38765011, 43.6580262324)}"
1615516,14061,BP-35204,223,Adelaide St W,Adelaide St W,South,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313798.949,4834253.92,-79.38844817,43.6481735,"{u'type': u'Point', u'coordinates': (-79.3884481656, 43.6481734994)}"
1615517,14062,BP-23956,531,Bay St,Bay St,East,Hagerman St,North,,13,Downtown Yonge,Ring,Existing,0,314223.224,4834977.891,-79.38317619,43.65468495,"{u'type': u'Point', u'coordinates': (-79.3831761917, 43.654684956)}"
1615518,14063,BP-34420,120,St George St,Harbord St,North,Hoskin Ave,West,,11,,Ring,Existing,0,312966.591,4836009.904,-79.39873959,43.66398931,"{u'type': u'Point', u'coordinates': (-79.3987395816, 43.6639893081)}"
1615519,14064,BP-25192,2223,Danforth Ave,Danforth Ave,South,Gledhill Ave,West,,19,THE DANNY Danforth Mosaic,Ring,Existing,0,320177.098,4838513.716,-79.30926298,43.68641264,"{u'type': u'Point', u'coordinates': (-79.3092629862, 43.6864126424)}"
1615520,14065,BP-29106,295,Dundas St W,Dundas St W,South,Mc Caul St,East,,10,,Ring,Existing,0,313577.507,4834932.228,-79.39118216,43.65428183,"{u'type': u'Point', u'coordinates': (-79.3911821538, 43.6542818285)}"
1615521,14066,BP-28066,235,Carlton St,Carlton St,South,Parliament St,West,,13,Cabbagetown,Ring,Existing,0,315408.124,4836025.024,-79.36846593,43.66409458,"{u'type': u'Point', u'coordinates': (-79.3684659323, 43.6640945827)}"
1615522,14067,BP-35513,155,College St,College St,South,Mc Caul St,East,,11,,Ring,Existing,0,313450.671,4835487.077,-79.39274569,43.6592777,"{u'type': u'Point', u'coordinates': (-79.3927456926, 43.6592776964)}"
1615523,14068,BP-32004,165,York St,York St,East,Adelaide St W,North,,10,Financial District,Ring,Existing,0,314143.712,4834420.178,-79.38417158,43.6496658,"{u'type': u'Point', u'coordinates': (-79.3841715831, 43.6496657948)}"
1615524,14069,BP-28111,380,Sherbourne St,Sherbourne St,West,Carlton St,South,,13,,Ring,Existing,0,315052.632,4835854.026,-79.37287705,43.66256036,"{u'type': u'Point', u'coordinates': (-79.3728770466, 43.6625603622)}"
1615525,14070,BP-35281,263,Mc Caul St,Mc Caul St,East,Ln 1 S College W Mc Caul,South,,11,,Ring,Existing,0,313416.946,4835419.353,-79.39316491,43.65866848,"{u'type': u'Point', u'coordinates': (-79.3931649081, 43.6586684818)}"
1615526,14071,BP-31747,5102,Yonge St,Yonge St,West,Park Home Ave,South,,18,,Ring,Existing,0,311814.37,4847610.868,-79.41287519,43.76842421,"{u'type': u'Point', u'coordinates': (-79.4128751925, 43.7684242112)}"
1615527,14072,BP-33141,1876,Danforth Ave,Danforth Ave,North,Aldridge Ave,North,,19,THE DANNY Danforth Mosaic,Ring,Existing,0,319546.858,4838337.839,-79.31708523,43.6848423,"{u'type': u'Point', u'coordinates': (-79.3170852326, 43.6848423048)}"
1615528,14073,BP-32169,31,Trinity St,Mill St,South,Trinity St,East,,10,,Ring,Existing,0,316163.579,4834554.826,-79.35912973,43.65084969,"{u'type': u'Point', u'coordinates': (-79.3591297336, 43.6508496938)}"
1615529,14074,BP-33607,6,Dewhurst Blvd,Danforth Ave,North,Dewhurst Blvd,West,,14,Greektown on the Danforth,Ring,Existing,0,317729.295,4837800.36,-79.33964243,43.68003816,"{u'type': u'Point', u'coordinates': (-79.3396424294, 43.6800381601)}"
1615530,14075,BP-30308,308,Palmerston Ave,College St,South,Palmerston Blvd,West,,11,Little Italy,Ring,Existing,0,312035.487,4835103.323,-79.4102968,43.65583851,"{u'type': u'Point', u'coordinates': (-79.4102968009, 43.6558385125)}"
1615531,14077,BP-27106,163,St George St,St George St,East,Lowther Ave,North,,11,,Ring,Existing,0,312784.041,4836748.134,-79.40099216,43.67063633,"{u'type': u'Point', u'coordinates': (-79.400992158, 43.670636336)}"
1615532,14078,BP-22096,339,Queens Quay W,Queens Quay W,South,Robertson Cres,West,,10,The Waterfront,Ring,Existing,0,313753.309,4833145.095,-79.3890323,43.63819312,"{u'type': u'Point', u'coordinates': (-79.3890322952, 43.6381931217)}"
1615533,14079,BP-43995,1649A,Eglinton Ave W,Eglinton Ave W,South,Times Rd,West,,12,York-Eglinton,Ring,Existing,0,309257.753,4839652.285,-79.44469663,43.69680699,"{u'type': u'Point', u'coordinates': (-79.4446966248, 43.6968069934)}"
1615534,14081,BP-33157,19,Church St,Church St,East,Front St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314998.583,4834260.545,-79.37357729,43.64821765,"{u'type': u'Point', u'coordinates': (-79.3735772961, 43.6482176548)}"
1615535,14082,BP-24298,1751,Lake Shore Blvd W,Lake Shore Blvd W,South,Lakeshore E Parkside Ramp,West,,4,,Ring,Existing,0,308409.913,4833110.716,-79.45525878,43.63792877,"{u'type': u'Point', u'coordinates': (-79.4552587748, 43.6379287659)}"
1615536,14083,BP-25174,2143,Danforth Ave,Danforth Ave,South,Cedarvale Ave,West,,19,THE DANNY Danforth Mosaic,Ring,Existing,0,320018.215,4838462.489,-79.31123521,43.68595481,"{u'type': u'Point', u'coordinates': (-79.311235201, 43.6859548065)}"
1615537,14084,BP-35755,35,Mariner Ter,Spadina Ave,East,Lake Shore Blvd W,North,,10,Toronto Entertainment District,Ring,Existing,0,313481.419,4833302.64,-79.39239957,43.63961447,"{u'type': u'Point', u'coordinates': (-79.3923995752, 43.6396144629)}"
1615538,14085,BP-27387,197,Spadina Ave,Spadina Ave,East,Phoebe St,North,,10,,Ring,Existing,0,313120.709,4834506.208,-79.39685179,43.65045233,"{u'type': u'Point', u'coordinates': (-79.3968517935, 43.6504523266)}"
1615539,14086,BP-21156,26,Richmond St E,Richmond St E,North,Victoria St,West,,13,Downtown Yonge,Ring,Existing,0,314639.741,4834676.11,-79.37801796,43.65196312,"{u'type': u'Point', u'coordinates': (-79.3780179589, 43.65196313)}"
1615540,14087,BP-31650,819,Queen St E,Queen St E,South,Empire Ave,West,,14,Riverside District,Ring,Existing,0,317316.18,4835565.767,-79.34481796,43.65993099,"{u'type': u'Point', u'coordinates': (-79.3448179648, 43.6599309971)}"
1615541,14088,BP-30375,19,Phoebe St,Phoebe St,South,Huron St,East,,10,,Ring,Existing,0,313292.096,4834506.564,-79.39472718,43.65045359,"{u'type': u'Point', u'coordinates': (-79.3947271814, 43.6504535943)}"
1615542,14089,BP-30236,795,Bloor St W,Bloor St W,South,Montrose Ave,West,,11,Korea Town,Ring,Existing,0,311147.553,4835882.636,-79.42129594,43.66286148,"{u'type': u'Point', u'coordinates': (-79.4212959426, 43.6628614809)}"
1615543,14090,BP-29565,620,Mount Pleasant Rd,Mount Pleasant Rd,West,Manor Rd E,South,,12,Mount Pleasant Village,Ring,Existing,0,313780.103,4840463.906,-79.38857841,43.70407169,"{u'type': u'Point', u'coordinates': (-79.388578402, 43.7040716963)}"
1615544,14091,BP-33649,1387,Danforth Ave,Danforth Ave,South,Gillard Ave,East,,14,THE DANNY Danforth Mosaic,Ring,Existing,0,318675.851,4838058.995,-79.32789602,43.68234913,"{u'type': u'Point', u'coordinates': (-79.3278960187, 43.6823491323)}"
1615545,14092,BP-27047,264,Beatrice St,Montrose Ave,East,North Beatrice St,North,,11,,Ring,Existing,0,311335.694,4835369.998,-79.41896937,43.65824543,"{u'type': u'Point', u'coordinates': (-79.4189693686, 43.658245424)}"
1615546,14093,BP-21929,385,Front St W,Front St W,South,Spadina Ave,East,,10,Toronto Entertainment District,Ring,Existing,0,313442.421,4833663.319,-79.39287716,43.64286152,"{u'type': u'Point', u'coordinates': (-79.3928771605, 43.6428615184)}"
1615547,14094,BP-23659,140,Charles St W,Charles St W,North,Queen's Park,East,,11,,Ring,Existing,0,313487.053,4836408.006,-79.39227979,43.66756685,"{u'type': u'Point', u'coordinates': (-79.3922797944, 43.6675668533)}"
1615548,14095,BP-32344,1975,Queen St E,Queen St E,South,Waverley Rd,East,,19,The Beach,Ring,Existing,0,320884.729,4836675.881,-79.30054041,43.66985482,"{u'type': u'Point', u'coordinates': (-79.3005404122, 43.6698548235)}"
1615549,14096,BP-20203,1369,Queen St W,Queen St W,South,West Lodge Ave,South,,4,Parkdale Village,Ring,Existing,0,310012.602,4833429.139,-79.43539201,43.64078551,"{u'type': u'Point', u'coordinates': (-79.4353920029, 43.6407855102)}"
1615550,14097,BP-26743,1638,Avenue Rd,Avenue Rd,West,Ln N Woburn W Elm,West,,8,,Ring,Existing,0,311475.069,4842871.126,-79.41714848,43.72576398,"{u'type': u'Point', u'coordinates': (-79.4171484785, 43.7257639852)}"
1615551,14098,BP-23541,595,Bay St,Edward St,South,Bay St,East,,11,Downtown Yonge,Ring,Existing,0,314189.94,4835172.224,-79.38358544,43.65643463,"{u'type': u'Point', u'coordinates': (-79.3835854479, 43.6564346333)}"
1615552,14099,BP-21133,79,Richmond St E,Richmond St E,South,Richmond St E,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314935.599,4834750.403,-79.37434886,43.6526279,"{u'type': u'Point', u'coordinates': (-79.3743488585, 43.6526278938)}"
1615553,14100,BP-28673,53,Jarvis St,Jarvis St,East,King St E,North,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315131.539,4834543.018,-79.37192376,43.65075845,"{u'type': u'Point', u'coordinates': (-79.3719237609, 43.6507584558)}"
1615554,14101,BP-33605,214,Gillard Ave,Danforth Ave,South,Gillard Ave,West,,14,THE DANNY Danforth Mosaic,Ring,Existing,0,318636.785,4838047.464,-79.32838085,43.68224607,"{u'type': u'Point', u'coordinates': (-79.3283808531, 43.6822460671)}"
1615555,14102,BP-40165,245,Queens Quay W,Queens Quay W,South,Robertson Cres,East,,10,The Waterfront,Ring,Existing,0,314063.431,4833234.391,-79.3851871,43.63899311,"{u'type': u'Point', u'coordinates': (-79.3851871065, 43.6389931117)}"
1615556,14103,BP-30933,2629A,Yonge St,Yonge St,East,Sheldrake Blvd,North,,15,Uptown Yonge,Ring,Existing,0,312855.693,4841695.862,-79.40002968,43.71517145,"{u'type': u'Point', u'coordinates': (-79.4000296713, 43.7151714499)}"
1615557,14104,BP-27205,329,St George St,Dupont St,South,St George St,East,,11,Dupont by the Castle,Ring,Existing,0,312597.445,4837296.029,-79.40329816,43.67557009,"{u'type': u'Point', u'coordinates': (-79.4032981606, 43.6755700909)}"
1615558,14105,BP-30856,401,Front St E,Cherry St,West,Front St E,South,,13,,Ring,Existing,0,316250.528,4834717.289,-79.35804842,43.65231074,"{u'type': u'Point', u'coordinates': (-79.3580484166, 43.6523107438)}"
1615559,14106,BP-32809,270X,Heath St W,Heath St W,North,Lonsmount Dr,East,,12,,Ring,Existing,0,311561.362,4838458.725,-79.4161328,43.68604601,"{u'type': u'Point', u'coordinates': (-79.4161327947, 43.6860460182)}"
1615560,14108,BP-44424,20,John St,John St,West,Wellington St W,South,,10,Toronto Entertainment District,Ring,Existing,0,313744.159,4833888.44,-79.3891334,43.64488435,"{u'type': u'Point', u'coordinates': (-79.3891333972, 43.6448843465)}"
1615561,14109,BP-40097,331,Adelaide St W,Adelaide St W,South,Ln W Peter S Adelaide,East,,10,Toronto Entertainment District,Ring,Existing,0,313401.763,4834137.342,-79.39337357,43.64712883,"{u'type': u'Point', u'coordinates': (-79.393373569, 43.6471288385)}"
1615562,14110,BP-22346,83,Gould St,Gould St,South,Dalhousie St,East,,13,,Ring,Existing,0,314719.15,4835378.593,-79.37702063,43.65828536,"{u'type': u'Point', u'coordinates': (-79.3770206342, 43.6582853588)}"
1615563,14111,BP-25293,2831,Danforth Ave,Danforth Ave,South,Kelvin Ave,West,,19,Danforth Village,Ring,Existing,0,321296.197,4838862.735,-79.29537113,43.68953024,"{u'type': u'Point', u'coordinates': (-79.2953711239, 43.6895302425)}"
1615564,14112,BP-25885,964,Bathurst St,Bathurst St,West,Follis Ave,South,,11,,Ring,Existing,0,311818.944,4836603.478,-79.41296192,43.66934397,"{u'type': u'Point', u'coordinates': (-79.412961921, 43.6693439802)}"
1615565,14113,BP-35638,154,The Esplanade,The Esplanade,North,Frederick St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315362.715,4834313.753,-79.36906245,43.64869152,"{u'type': u'Point', u'coordinates': (-79.3690624487, 43.6486915172)}"
1615566,14114,BP-21582,116,Spadina Ave,Camden St,South,Spadina Ave,West,,10,,Ring,Existing,0,313183.491,4834152.123,-79.396079,43.64726437,"{u'type': u'Point', u'coordinates': (-79.3960790089, 43.6472643791)}"
1615567,14115,BP-35843,1062,Gerrard St E,Gerrard St E,North,Jones Ave,West,,14,,Ring,Existing,0,318040.934,4836601.233,-79.33580672,43.66923899,"{u'type': u'Point', u'coordinates': (-79.3358067259, 43.6692389876)}"
1615568,14116,BP-20878,255,Bremner Blvd,Bremner Blvd,South,Lower Simcoe St,West,,10,Toronto Entertainment District,Ring,Existing,0,314106.389,4833585.018,-79.38464864,43.64214869,"{u'type': u'Point', u'coordinates': (-79.3846486391, 43.6421486951)}"
1615569,14117,BP-20883,222,Bremner Blvd,Lower Simcoe St,West,Bremner Blvd,North,,10,Toronto Entertainment District,Ring,Existing,0,314132.326,4833664.047,-79.38432579,43.64285974,"{u'type': u'Point', u'coordinates': (-79.3843257895, 43.6428597383)}"
1615570,14118,BP-27805,568A,College St,Manning Ave,West,College St,North,,11,Little Italy,Ring,Existing,0,311837.656,4835073.048,-79.41274983,43.65556789,"{u'type': u'Point', u'coordinates': (-79.4127498366, 43.6555678951)}"
1615571,14119,BP-36620,557,Church St,Gloucester St,South,Church St,East,,13,Church-Wellesley Village,Ring,Existing,0,314360.364,4836381.043,-79.38145116,43.66731343,"{u'type': u'Point', u'coordinates': (-79.3814511622, 43.6673134333)}"
