_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
1613166,69,BP-11699,70,The Pond Rd,,,Seneca Lane,,,7,,Rack,Existing,0,304813.343,4847867.805,-79.49983426,43.77077015,"{u'type': u'Point', u'coordinates': (-79.4998342614, 43.770770152)}"
1613167,107,BP-12883,21,Canniff St,,,Strachan Ave,,,10,,Ring,Existing,0,311940.672,4833504.872,-79.41149341,43.64145121,"{u'type': u'Point', u'coordinates': (-79.4114934143, 43.6414512067)}"
1613168,182,BP-13385,145,Queens Quay W,,,York St,,,10,The Waterfront,,Existing,0,314511.625,4833301.306,-79.37963091,43.63958972,"{u'type': u'Point', u'coordinates': (-79.3796309061, 43.6395897236)}"
1613169,240,BP-03939,50,Blue Jays Way,,,Mercer St,,,10,Toronto Entertainment District,Ring,Temporarily Removed,0,313503.184,4833936.254,-79.39211961,43.64531759,"{u'type': u'Point', u'coordinates': (-79.3921196079, 43.6453175951)}"
1613170,315,BP-08045,145,Queens Quay W,,,York St,,,10,The Waterfront,,Existing,0,314505.596,4833307.513,-79.37970552,43.63964568,"{u'type': u'Point', u'coordinates': (-79.3797055199, 43.6396456737)}"
1613171,316,BP-07766,162,Mc Caul St,,,Mc Caul St,,,11,,Ring,Existing,0,313505.863,4835081.661,-79.39206794,43.65562777,"{u'type': u'Point', u'coordinates': (-79.3920679391, 43.6556277675)}"
1613172,332,BP-15331,911,Davenport Rd,,,Davenport Rd,,,12,,,Existing,0,310973.155,4837275.766,-79.42344238,43.67540296,"{u'type': u'Point', u'coordinates': (-79.423442385, 43.6754029632)}"
1613173,335,BP-08916,20,Lombard St,,,Lombard St,,,13,St. Lawrence Market Neighbourhood,,Existing,0,314695.814,4834615.514,-79.37732394,43.65141694,"{u'type': u'Point', u'coordinates': (-79.3773239407, 43.6514169411)}"
1613174,372,BP-11634,8,Assiniboine Rd,,,Scholars Walk,,,7,,Rack,Existing,0,304515.293,4847629.273,-79.50353633,43.76862303,"{u'type': u'Point', u'coordinates': (-79.5035363297, 43.7686230296)}"
1613175,379,BP-08338,50,Western Battery Rd,,,Pirandello St,East,,10,,,Existing,0,311736.367,4833336.57,-79.41402787,43.63993819,"{u'type': u'Point', u'coordinates': (-79.4140278737, 43.6399381912)}"
1613176,397,BP-14805,359,King St E,,,Derby St,,,13,St. Lawrence Market Neighbourhood,Ring,Temporarily Removed,0,315707.043,4834678.549,-79.36478674,43.65197019,"{u'type': u'Point', u'coordinates': (-79.3647867345, 43.6519702)}"
1613177,452,BP-03606,794,Mount Pleasant Rd,,,Brownlow Ave,,,12,Mount Pleasant Village,Ring,Temporarily Removed,0,313582.386,4840915.299,-79.39102424,43.70813716,"{u'type': u'Point', u'coordinates': (-79.3910242322, 43.7081371656)}"
1613178,552,BP-14382,520,Parliament St,,,Winchester St,,,13,Cabbagetown,,Existing,0,315383.202,4836237.247,-79.36877079,43.66600522,"{u'type': u'Point', u'coordinates': (-79.3687707874, 43.6660052238)}"
1613179,562,BP-09551,203,Kingston Rd,,,Rainsford Rd,,,19,,,Existing,0,320208.209,4837016.885,-79.30891986,43.67293862,"{u'type': u'Point', u'coordinates': (-79.3089198515, 43.6729386255)}"
1613180,626,BP-05510,2078,Queen St E,,,Leuty Ave,,,19,The Beach,,Existing,0,321204.274,4836787.137,-79.29657452,43.67084929,"{u'type': u'Point', u'coordinates': (-79.2965745185, 43.6708492864)}"
1613181,673,BP-10566,61,Hanna Ave,,,Hanna Ave,,,10,Liberty Village,,Existing,0,311434.389,4833307.848,-79.41777106,43.63968241,"{u'type': u'Point', u'coordinates': (-79.4177710593, 43.6396824074)}"
1613182,686,BP-14256,2980,Bloor St W,,,Willingdon Blvd,,,3,The Kingsway,,Existing,0,304021.661,4834210.108,-79.50964831,43.64783315,"{u'type': u'Point', u'coordinates': (-79.5096483107, 43.6478331518)}"
1613183,698,BP-07881,7,King St E,,,Victoria St,,,13,St. Lawrence Market Neighbourhood,Ring,Temporarily Removed,0,314702.293,4834372.234,-79.37724809,43.649227,"{u'type': u'Point', u'coordinates': (-79.3772480822, 43.6492270087)}"
1613184,734,BP-10390,254A,Kennedy Ave,,,Bloor St W,,,4,Bloor West Village,Rack,Existing,0,306782.95,4834648.378,-79.4754177,43.65177594,"{u'type': u'Point', u'coordinates': (-79.4754176918, 43.6517759428)}"
1613185,833,BP-04047,585,King St W,,,Portland St,,,10,,,Existing,0,312872.24,4833824.959,-79.39994214,43.6443229,"{u'type': u'Point', u'coordinates': (-79.3999421302, 43.6443229021)}"
1613186,856,BP-10113,3080,Yonge St,Yonge St,West,Lawrence Ave W,North,,8,Yonge Lawrence Village,Ring,Existing,0,312658.225,4842850.387,-79.40246337,43.72556572,"{u'type': u'Point', u'coordinates': (-79.4024633684, 43.7255657207)}"
1613187,863,BP-16615,230,College St,,,College St,,,11,,Ring,Existing,0,313035.623,4835389.384,-79.39789309,43.65840304,"{u'type': u'Point', u'coordinates': (-79.3978930974, 43.6584030415)}"
1613188,889,BP-07615,819,Bathurst St,,,London St,,,11,,,Existing,0,311950.396,4836239.128,-79.41133669,43.66606309,"{u'type': u'Point', u'coordinates': (-79.4113366862, 43.6660630954)}"
1613189,936,BP-06106,167,King St E,King St E,South,Jarvis St,East,,13,St. Lawrence Market Neighbourhood,Ring,Temporarily Removed,0,315167.671,4834512.046,-79.37147644,43.65047917,"{u'type': u'Point', u'coordinates': (-79.3714764416, 43.6504791637)}"
1613190,965,BP-03347,145,Queens Quay W,,,York St,,,10,The Waterfront,,Existing,0,314508.443,4833304.668,-79.37967029,43.63962003,"{u'type': u'Point', u'coordinates': (-79.3796702843, 43.6396200277)}"
1613191,998,BP-13006,2,Jackes Ave,Yonge St,East,Jackes Ave,North,,12,Yonge & St. Clair,Ring,Temporarily Removed,0,313436.131,4838387.033,-79.39287955,43.68538127,"{u'type': u'Point', u'coordinates': (-79.3928795463, 43.6853812709)}"
1613192,1170,BP-19354,1351,Dufferin St,Dufferin St,East,Geary Ave,North,,9,,Ring,Existing,0,309683.817,4836637.448,-79.43943814,43.66966685,"{u'type': u'Point', u'coordinates': (-79.4394381359, 43.6696668485)}"
1613193,1171,BP-19464,1729,Bloor St W,Bloor St W,South,Keele St,East,,4,Bloor By The Park,Ring,Existing,0,308058.975,4834974.424,-79.45959706,43.6547063,"{u'type': u'Point', u'coordinates': (-79.4595970533, 43.6547063024)}"
1613194,1172,BP-19355,1351,Dufferin St,Dufferin St,East,Geary Ave,North,,9,,Ring,Existing,0,309681.801,4836643.446,-79.43946308,43.66972085,"{u'type': u'Point', u'coordinates': (-79.4394630811, 43.6697208517)}"
1613195,1173,BP-19356,2461,Bloor St W,Bloor St W,South,Jane St,West,,4,Bloor West Village,Ring,Existing,0,306033.247,4834346.24,-79.48471232,43.64905791,"{u'type': u'Point', u'coordinates': (-79.4847123272, 43.6490579104)}"
1613196,1174,BP-19333,499,King St W,King St W,South,Brant St,East,,10,,Ring,Existing,0,313077.024,4833891.251,-79.39740275,43.64491737,"{u'type': u'Point', u'coordinates': (-79.3974027587, 43.6449173701)}"
1613197,1175,BP-19335,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10,Toronto Entertainment District,Ring,Existing,0,313517.971,4833891.674,-79.39193703,43.64491614,"{u'type': u'Point', u'coordinates': (-79.3919370352, 43.6449161416)}"
1613198,1176,BP-19336,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10,Toronto Entertainment District,Ring,Existing,0,313517.736,4833892.887,-79.39193993,43.64492706,"{u'type': u'Point', u'coordinates': (-79.3919399285, 43.644927063)}"
1613199,1177,BP-19334,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10,Toronto Entertainment District,Ring,Existing,0,313518.426,4833890.186,-79.39193142,43.64490274,"{u'type': u'Point', u'coordinates': (-79.3919314193, 43.6449027423)}"
1613200,1178,BP-19338,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14,Leslieville,Ring,Existing,0,317988.196,4835773.559,-79.33648092,43.66178978,"{u'type': u'Point', u'coordinates': (-79.3364809213, 43.6617897825)}"
1613201,1179,BP-19340,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14,Leslieville,Ring,Existing,0,317978.777,4835770.422,-79.33659778,43.66176171,"{u'type': u'Point', u'coordinates': (-79.3365977826, 43.6617617124)}"
1613202,1180,BP-19341,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14,Leslieville,Ring,Existing,0,317971.447,4835767.919,-79.33668873,43.66173931,"{u'type': u'Point', u'coordinates': (-79.3366887272, 43.661739312)}"
1613203,1181,BP-19343,710,Spadina Ave,Spadina Ave,West,Sussex Ave,North,,11,,Ring,Existing,0,312614.522,4836135.272,-79.40310319,43.66512156,"{u'type': u'Point', u'coordinates': (-79.4031031869, 43.66512157)}"
1613204,1182,BP-19344,710,Spadina Ave,Spadina Ave,West,Sussex Ave,North,,11,,Ring,Existing,0,312612.834,4836141.074,-79.40312403,43.66517381,"{u'type': u'Point', u'coordinates': (-79.4031240334, 43.6651738134)}"
1613205,1183,BP-19345,169,Harbord St,Harbord St,South,Borden St,West,,11,,Ring,Existing,0,312270.159,4835779.502,-79.40737806,43.6619227,"{u'type': u'Point', u'coordinates': (-79.4073780624, 43.6619227069)}"
1613206,1184,BP-19346,169,Harbord St,Harbord St,South,Borden St,West,,11,,Ring,Existing,0,312268.186,4835778.71,-79.40740254,43.6619156,"{u'type': u'Point', u'coordinates': (-79.4074025364, 43.6619155977)}"
1613207,1185,BP-19348,410,College St,College St,North,Lippincott St,East,,11,,Ring,Existing,0,312352.888,4835214.808,-79.40636021,43.65683887,"{u'type': u'Point', u'coordinates': (-79.4063602129, 43.6568388713)}"
1613208,1186,BP-19349,142,Bathurst St,Bathurst St,West,Portugal Sq,North,,10,,Ring,Existing,0,312582.798,4833975.046,-79.40352768,43.64567697,"{u'type': u'Point', u'coordinates': (-79.4035276848, 43.6456769727)}"
1613209,1187,BP-19350,142,Bathurst St,Bathurst St,West,Portugal Sq,North,,10,,Ring,Existing,0,312582.152,4833977.247,-79.40353566,43.64569679,"{u'type': u'Point', u'coordinates': (-79.4035356606, 43.6456967915)}"
1613210,1188,BP-19351,82,Bathurst St,Bathurst St,West,King St W,South,,10,,Ring,Existing,0,312664.895,4833698.698,-79.40251406,43.6431886,"{u'type': u'Point', u'coordinates': (-79.4025140687, 43.6431886022)}"
1613211,1190,BP-19353,398,Adelaide St W,Adelaide St W,North,Spadina Ave,West,,10,,Ring,Existing,0,313174.549,4834087.739,-79.39619085,43.64668494,"{u'type': u'Point', u'coordinates': (-79.396190851, 43.6466849368)}"
1613212,1199,BP-19444,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313795.334,4834336.903,-79.3884916,43.6489205,"{u'type': u'Point', u'coordinates': (-79.3884915956, 43.6489205019)}"
1613213,1200,BP-19446,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313797.536,4834337.666,-79.38846429,43.64892734,"{u'type': u'Point', u'coordinates': (-79.3884642864, 43.6489273433)}"
1613214,1201,BP-19447,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313805.592,4834339.721,-79.38836439,43.64894574,"{u'type': u'Point', u'coordinates': (-79.3883643881, 43.6489457436)}"
1613215,1202,BP-19448,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313806.607,4834340.021,-79.38835181,43.64894843,"{u'type': u'Point', u'coordinates': (-79.388351801, 43.6489484317)}"
1613216,1204,BP-19359,42,Pardee Ave,Pardee Ave,West,Liberty St,South,,10,Liberty Village,Ring,Existing,0,311023.237,4833080.951,-79.42286964,43.63764357,"{u'type': u'Point', u'coordinates': (-79.4228696291, 43.6376435752)}"
1613217,1205,BP-19360,42,Pardee Ave,Pardee Ave,West,Liberty St,South,,10,Liberty Village,Ring,Existing,0,311022.557,4833083.523,-79.42287802,43.63766673,"{u'type': u'Point', u'coordinates': (-79.4228780274, 43.6376667324)}"
1613218,1206,BP-19421,100,Richmond St W,York St,East,Queen St W,South,,10,Financial District,Ring,Existing,0,314096.216,4834574.501,-79.3847577,43.6510555,"{u'type': u'Point', u'coordinates': (-79.3847577055, 43.6510555041)}"
1613219,1207,BP-19422,100,Richmond St W,York St,East,Queen St W,South,,10,Financial District,Ring,Existing,0,314097.001,4834571.624,-79.38474803,43.6510296,"{u'type': u'Point', u'coordinates': (-79.3847480236, 43.6510295974)}"
1613220,1208,BP-19423,145,Richmond St W,University Ave,East,Richmond St W,South,,10,Financial District,Ring,Existing,0,314001.145,4834457.19,-79.38593827,43.65000072,"{u'type': u'Point', u'coordinates': (-79.3859382671, 43.6500007296)}"
1613221,1209,BP-19424,145,Richmond St W,University Ave,East,Richmond St W,,,10,Financial District,Ring,Existing,0,314004.921,4834447.05,-79.38589163,43.64990941,"{u'type': u'Point', u'coordinates': (-79.3858916309, 43.6499094092)}"
1613222,1210,BP-19425,145,Richmond St W,Richmond St W,South,University Ave,East,,10,Financial District,Ring,Existing,0,314007.018,4834468.476,-79.38586527,43.65010224,"{u'type': u'Point', u'coordinates': (-79.3858652704, 43.6501022461)}"
1613223,1211,BP-19426,145,Richmond St W,Richmond St W,South,University Ave,East,,10,Financial District,Ring,Existing,0,314009.128,4834468.991,-79.3858391,43.65010685,"{u'type': u'Point', u'coordinates': (-79.3858391051, 43.6501068556)}"
1613224,1212,BP-19419,75,Simcoe St,Simcoe St,East,King St W,South,,10,Financial District,Ring,Existing,0,314002.482,4834146.179,-79.38592699,43.6472012,"{u'type': u'Point', u'coordinates': (-79.3859269913, 43.6472011953)}"
1613225,1228,BP-08567,409,Bloor St E,,,Bloor St E,,,13,,Ring,Temporarily Removed,0,314678.971,4836916.634,-79.37749063,43.67213028,"{u'type': u'Point', u'coordinates': (-79.377490628, 43.6721302886)}"
1613226,1252,BP-07798,102,Atlantic Ave,,,Hanna Ave,,,10,Liberty Village,,Existing,0,311175.414,4833245.989,-79.42098161,43.63912786,"{u'type': u'Point', u'coordinates': (-79.4209816128, 43.6391278554)}"
1613227,1310,BP-14326,145,Queens Quay W,,,York St,,,10,The Waterfront,,Existing,0,314518.522,4833292.28,-79.37954558,43.63950839,"{u'type': u'Point', u'coordinates': (-79.3795455849, 43.6395083873)}"
1613228,1368,BP-14485,433,Royal York Rd,,,Algoma St,,,3,,,Existing,0,304780.825,4831216.874,-79.50023759,43.6208903,"{u'type': u'Point', u'coordinates': (-79.5002375876, 43.6208903021)}"
1613229,1386,BP-19328,1000,College St,College St,North,Rusholme Rd,West,,9,College Promenade,Ring,Existing,0,310554.223,4834808.279,-79.42866416,43.65319565,"{u'type': u'Point', u'coordinates': (-79.428664155, 43.6531956543)}"
1613230,1387,BP-19329,998,College St,College St,North,Rusholme Rd,West,,9,College Promenade,Ring,Existing,0,310566.379,4834812.026,-79.42851341,43.65322928,"{u'type': u'Point', u'coordinates': (-79.4285134156, 43.6532292882)}"
1613231,1388,BP-19330,998,College St,College St,North,Rusholme Rd,West,,9,College Promenade,Ring,Existing,0,310563.914,4834811.406,-79.42854398,43.65322372,"{u'type': u'Point', u'coordinates': (-79.4285439812, 43.6532237264)}"
1613232,1389,BP-19331,924,College St,College St,North,Dovercourt Rd,East,,9,College Promenade,Ring,Existing,0,310792.381,4834877.634,-79.42571092,43.65381806,"{u'type': u'Point', u'coordinates': (-79.4257109124, 43.6538180622)}"
1613233,1390,BP-19332,924,College St,College St,North,Dovercourt Rd,East,,9,College Promenade,Ring,Existing,0,310794.979,4834878.362,-79.42567869,43.6538246,"{u'type': u'Point', u'coordinates': (-79.4256786963, 43.6538245943)}"
1613234,1391,BP-19384,2340,Yonge St,Yonge St,West,Roehampton Ave,South,,8,,Ring,Existing,0,312967.418,4840870.57,-79.39865569,43.70774157,"{u'type': u'Point', u'coordinates': (-79.3986556959, 43.7077415687)}"
1613235,1393,BP-19383,3042,Yonge St,Yonge St,West,Lawrence Ave W,South,,8,,Ring,Existing,0,312672.897,4842772.978,-79.4022824,43.72486879,"{u'type': u'Point', u'coordinates': (-79.4022823918, 43.724868789)}"
1613236,1394,BP-19388,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312970.85,4840841.388,-79.39861355,43.70747886,"{u'type': u'Point', u'coordinates': (-79.3986135532, 43.7074788563)}"
1613237,1395,BP-19385,2340,Yonge St,Yonge St,West,Roehampton Ave,South,,8,,Ring,Existing,0,312967.879,4840867.991,-79.39865002,43.70771835,"{u'type': u'Point', u'coordinates': (-79.3986500148, 43.7077183494)}"
1613238,1396,BP-19386,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312970.423,4840846.091,-79.39861878,43.70752119,"{u'type': u'Point', u'coordinates': (-79.3986187802, 43.7075211939)}"
1613239,1397,BP-19387,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312970.674,4840843.613,-79.3986157,43.70749888,"{u'type': u'Point', u'coordinates': (-79.3986157033, 43.707498886)}"
1613240,1398,BP-19390,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312971.692,4840833.773,-79.39860322,43.7074103,"{u'type': u'Point', u'coordinates': (-79.398603221, 43.7074103024)}"
1613241,1399,BP-19391,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312972.216,4840829.789,-79.39859677,43.70737444,"{u'type': u'Point', u'coordinates': (-79.3985967795, 43.7073744357)}"
1613242,1408,BP-19516,55,Halton St,Ossington Ave,East,Halton St,South,,10,Ossington Avenue,Ring,Existing,0,311244.713,4834218.904,-79.4201111,43.64788482,"{u'type': u'Point', u'coordinates': (-79.4201111013, 43.64788482)}"
1613243,1409,BP-19517,55,Halton St,Ossington Ave,East,Halton St,South,,10,Ossington Avenue,Ring,Existing,0,311245.332,4834216.749,-79.42010345,43.64786542,"{u'type': u'Point', u'coordinates': (-79.4201034539, 43.6478654167)}"
1613244,1410,BP-19518,55,Halton St,Ossington Ave,East,Halton St,South,,10,Ossington Avenue,Ring,Existing,0,311245.929,4834214.671,-79.42009608,43.6478467,"{u'type': u'Point', u'coordinates': (-79.4200960783, 43.6478467067)}"
1613245,1411,BP-19520,176,Bellwoods Ave,Dundas St W,South,Bellwoods Ave,West,,10,Trinity-Bellwoods,Ring,Existing,0,311825.632,4834546.988,-79.41290574,43.65083276,"{u'type': u'Point', u'coordinates': (-79.4129057488, 43.6508327605)}"
1613246,1412,BP-19521,176,Bellwoods Ave,Dundas St W,South,Bellwoods Ave,West,,10,Trinity-Bellwoods,Ring,Existing,0,311823.449,4834546.341,-79.41293282,43.65082696,"{u'type': u'Point', u'coordinates': (-79.4129328191, 43.6508269572)}"
1613247,1413,BP-19522,176,Bellwoods Ave,Dundas St W,South,Bellwoods Ave,West,,10,Trinity-Bellwoods,Ring,Existing,0,311821.495,4834545.762,-79.41295705,43.65082177,"{u'type': u'Point', u'coordinates': (-79.4129570496, 43.6508217639)}"
1613248,1414,BP-19523,866,Dundas St W,Dundas St W,North,Manning Ave,East,,11,Trinity-Bellwoods,Ring,Temporarily Removed,0,311999.614,4834611.104,-79.41074811,43.65140823,"{u'type': u'Point', u'coordinates': (-79.410748104, 43.6514082275)}"
1613249,1415,BP-19525,862,Dundas St W,Dundas St W,North,Manning Ave,East,,11,Trinity-Bellwoods,Ring,Existing,0,312004.211,4834612.466,-79.4106911,43.65142044,"{u'type': u'Point', u'coordinates': (-79.410691098, 43.6514204428)}"
1613250,1416,BP-19526,858,Dundas St W,Dundas St W,North,Manning Ave,East,,11,Trinity-Bellwoods,Ring,Existing,0,312006.246,4834613.193,-79.41066586,43.65142697,"{u'type': u'Point', u'coordinates': (-79.4106658609, 43.6514269671)}"
1613251,1418,BP-19529,85,Richmond St W,Richmond St W,South,Sheppard St,West,,10,Financial District,Ring,Existing,0,314253.495,4834544.195,-79.38280851,43.65078073,"{u'type': u'Point', u'coordinates': (-79.3828085011, 43.6507807272)}"
1613252,1419,BP-19530,85,Richmond St W,Richmond St W,South,Sheppard St,West,,10,Financial District,Ring,Existing,0,314249.77,4834542.982,-79.3828547,43.65076985,"{u'type': u'Point', u'coordinates': (-79.3828546997, 43.6507698559)}"
1613253,1420,BP-19663,480,Dundas St E,Dundas St E,North,Regent St,West,,13,,Ring,Existing,0,315700.874,4835543.352,-79.36484575,43.65975467,"{u'type': u'Point', u'coordinates': (-79.3648457528, 43.6597546655)}"
1613254,1421,BP-19531,85,Richmond St W,Richmond St W,South,Sheppard St,West,,10,Financial District,Ring,Existing,0,314246.594,4834542.152,-79.38289408,43.65076242,"{u'type': u'Point', u'coordinates': (-79.3828940858, 43.6507624252)}"
1613255,1422,BP-19665,229,Queen St E,Sherbourne St,West,Queen St E,South,,13,,Ring,Existing,0,315327.947,4834938.869,-79.36948125,43.65431888,"{u'type': u'Point', u'coordinates': (-79.3694812539, 43.6543188893)}"
1613256,1423,BP-19666,229,Queen St E,Sherbourne St,West,Queen St E,South,,13,,Ring,Existing,0,315328.669,4834936.433,-79.36947235,43.65429695,"{u'type': u'Point', u'coordinates': (-79.3694723505, 43.6542969518)}"
1613257,1424,BP-19533,170,York St,York St,West,Richmond St W,South,,10,Financial District,Ring,Existing,0,314107.512,4834487.795,-79.38461916,43.65027489,"{u'type': u'Point', u'coordinates': (-79.3846191669, 43.6502748924)}"
1613258,1425,BP-19667,229,Queen St E,Sherbourne St,West,Queen St E,South,,13,,Ring,Existing,0,315329.086,4834933.907,-79.36946723,43.65427421,"{u'type': u'Point', u'coordinates': (-79.3694672301, 43.6542742086)}"
1613259,1426,BP-19534,170,University Ave,University Ave,West,Adelaide St W,South,,10,Financial District,Ring,Existing,0,314002.318,4834314.546,-79.38592615,43.64871673,"{u'type': u'Point', u'coordinates': (-79.3859261561, 43.6487167272)}"
1613260,1427,BP-19535,160,Adelaide St W,Adelaide St W,North,University Ave,East,,10,Financial District,Ring,Existing,0,314076.068,4834351.117,-79.38501131,43.649045,"{u'type': u'Point', u'coordinates': (-79.3850113096, 43.6490449994)}"
1613261,1428,BP-19536,160,Adelaide St W,Adelaide St W,North,University Ave,East,,10,Financial District,Ring,Existing,0,314077.535,4834351.516,-79.38499312,43.64904857,"{u'type': u'Point', u'coordinates': (-79.3849931175, 43.6490485727)}"
1613262,1429,BP-19537,160,Adelaide St W,Adelaide St W,North,University Ave,East,,10,Financial District,Ring,Existing,0,314078.965,4834352.043,-79.38497538,43.6490533,"{u'type': u'Point', u'coordinates': (-79.3849753818, 43.6490532986)}"
1613263,1430,BP-19540,141,Adelaide St W,Adelaide St W,South,York St,West,,10,Financial District,Ring,Existing,0,314129.124,4834352.685,-79.38435359,43.64905845,"{u'type': u'Point', u'coordinates': (-79.3843535871, 43.6490584501)}"
1613264,1431,BP-19541,141,Adelaide St W,York St,West,Adelaide St W,South,,10,Financial District,Ring,Existing,0,314155.132,4834330.794,-79.38403157,43.64886107,"{u'type': u'Point', u'coordinates': (-79.3840315645, 43.648861075)}"
1613265,1436,BP-19581,238,Front St E,Front St E,North,Berkeley St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315746.173,4834601.796,-79.3643032,43.65127874,"{u'type': u'Point', u'coordinates': (-79.3643032015, 43.6512787458)}"
1613266,1437,BP-19582,238,Front St E,Front St E,North,Berkeley St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315738.867,4834599.632,-79.36439381,43.65125937,"{u'type': u'Point', u'coordinates': (-79.3643938156, 43.6512593744)}"
1613267,1438,BP-19583,238,Front St E,Front St E,North,Berkeley St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315734.606,4834598.369,-79.36444667,43.65124807,"{u'type': u'Point', u'coordinates': (-79.3644466635, 43.6512480684)}"
1613268,1439,BP-19584,238,Front St E,Front St E,North,Berkeley St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315730.344,4834597.107,-79.36449953,43.65123677,"{u'type': u'Point', u'coordinates': (-79.3644995238, 43.6512367713)}"
1613269,1440,BP-19585,260,Front St E,Front St E,North,Berkeley St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315802.435,4834619.786,-79.36360538,43.65143984,"{u'type': u'Point', u'coordinates': (-79.3636053719, 43.6514398498)}"
1613270,1441,BP-19586,260,Front St E,Front St E,North,Berkeley St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315811.102,4834622.574,-79.36349788,43.65146481,"{u'type': u'Point', u'coordinates': (-79.3634978726, 43.6514648172)}"
1613271,1442,BP-19587,260,Front St E,Front St E,North,Berkeley St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315814.898,4834623.919,-79.36345079,43.65147687,"{u'type': u'Point', u'coordinates': (-79.3634507872, 43.6514768678)}"
1613272,1443,BP-19588,260,Front St E,Front St E,North,Berkeley St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315818.837,4834625.527,-79.36340193,43.65149128,"{u'type': u'Point', u'coordinates': (-79.3634019236, 43.6514912836)}"
1613273,1444,BP-19589,41,Avenue Rd,Avenue Rd,East,Yorkville Ave,North,,11,Bloor-Yorkville,Ring,Existing,0,313282.169,4836749.962,-79.394815,43.67064727,"{u'type': u'Point', u'coordinates': (-79.3948149943, 43.6706472734)}"
1613274,1445,BP-19590,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11,Bloor-Yorkville,Ring,Existing,0,313277.741,4836700.083,-79.39487069,43.67019834,"{u'type': u'Point', u'coordinates': (-79.3948706883, 43.6701983473)}"
1613275,1446,BP-19592,34,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11,Bloor-Yorkville,Ring,Existing,0,313280.048,4836693.039,-79.39484219,43.67013492,"{u'type': u'Point', u'coordinates': (-79.3948421908, 43.6701349157)}"
1613276,1447,BP-19593,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11,Bloor-Yorkville,Ring,Existing,0,313281.07,4836689.589,-79.39482957,43.67010385,"{u'type': u'Point', u'coordinates': (-79.3948295716, 43.6701038495)}"
1613277,1448,BP-19595,,Yonge St,Yonge St,East,Bloor St E,North,,11,Bloor Street,Ring,Existing,0,313930.364,4836734.768,-79.38677718,43.67050283,"{u'type': u'Point', u'coordinates': (-79.3867771814, 43.6705028285)}"
1613278,1449,BP-19596,,Park Rd,Park Rd,East,Bloor St E,North,,11,Bloor Street,Ring,Existing,0,314132.658,4836805.989,-79.38426737,43.6711414,"{u'type': u'Point', u'coordinates': (-79.3842673693, 43.6711413987)}"
1613279,1450,BP-19598,490,Sherbourne St,Sherbourne St,West,Lourdes Lane,South,,13,,Ring,Existing,0,314879.569,4836420.441,-79.37501228,43.66766121,"{u'type': u'Point', u'coordinates': (-79.3750122815, 43.667661209)}"
1613280,1456,BP-09398,1622,Eglinton Ave W,,,Times Rd,,,8,York-Eglinton,Ring,Temporarily Removed,0,309302.952,4839685.412,-79.44413561,43.6971049,"{u'type': u'Point', u'coordinates': (-79.4441356044, 43.6971049062)}"
1613281,1482,BP-13582,145,Queen St E,,,Jarvis St,,,13,,Ring,Existing,0,315040.907,4834867.37,-79.37304114,43.65367931,"{u'type': u'Point', u'coordinates': (-79.3730411392, 43.6536793105)}"
